,all_locations,location_object,lat_long,quality,api_address
368,W Washington Blvd And N Laramie Ave,"<[OK] Bing - Geocode [W Washington Blvd & N Laramie Ave, Chicago, IL 60644]>","[41.8823853, -87.7551055]",RoadIntersection,"W Washington Blvd & N Laramie Ave, Chicago, IL 60644"
369,W Winnemac Ave And N Glenwood Ave,"<[OK] Bing - Geocode [W Winnemac Ave & N Glenwood Ave, Chicago, IL 60640]>","[41.9734097, -87.6647005]",RoadIntersection,"W Winnemac Ave & N Glenwood Ave, Chicago, IL 60640"
370,N Kentucky Ave And N Kilbourn Ave,"<[OK] Bing - Geocode [N Kentucky Ave & N Kilbourn Ave, Chicago, IL 60630]>","[41.9709098, -87.740512]",RoadIntersection,"N Kentucky Ave & N Kilbourn Ave, Chicago, IL 60630"
371,N Oketo Ave And W School St,"<[OK] Bing - Geocode [N Oketo Ave & W School St, Chicago, IL 60634]>","[41.9397339, -87.8114265]",RoadIntersection,"N Oketo Ave & W School St, Chicago, IL 60634"
372,N Spaulding Ave And N Elston Ave,"<[OK] Bing - Geocode [N Spaulding Ave & N Elston Ave, Chicago, IL 60618]>","[41.947724, -87.710402]",RoadIntersection,"N Spaulding Ave & N Elston Ave, Chicago, IL 60618"
373,S Christiana Ave And W 54th St,"<[OK] Bing - Geocode [S Christiana Ave & W 54th St, Chicago, IL 60632]>","[41.795302, -87.70725]",RoadIntersection,"S Christiana Ave & W 54th St, Chicago, IL 60632"
374,S Drake Ave And W Cermak Rd,"<[OK] Bing - Geocode [S Drake Ave & W Cermak Rd, Chicago, IL 60623]>","[41.8517, -87.713747]",RoadIntersection,"S Drake Ave & W Cermak Rd, Chicago, IL 60623"
375,S Lafayette Ave And W 122nd St,"<[OK] Bing - Geocode [S Lafayette Ave & W 122nd St, Chicago, IL 60628]>","[41.672488, -87.623644]",RoadIntersection,"S Lafayette Ave & W 122nd St, Chicago, IL 60628"
376,S Perry Ave And W 122nd St,"<[OK] Bing - Geocode [S Perry Ave & W 122nd St, Chicago, IL 60628]>","[41.672491, -87.624844]",RoadIntersection,"S Perry Ave & W 122nd St, Chicago, IL 60628"
377,W 60th St And W 62nd St,"<[OK] Bing - Geocode [Chicago, IL]>","[41.88322830200195, -87.63240051269531]",PopulatedPlace,"Chicago, IL"
378,W Cullom Ave And N Campbell Ave,"<[OK] Bing - Geocode [W Cullom Ave & N Campbell Ave, Chicago, IL 60618]>","[41.959478, -87.6917553]",RoadIntersection,"W Cullom Ave & N Campbell Ave, Chicago, IL 60618"
379,W School St And N Western Ave,"<[OK] Bing - Geocode [W School St & N Western Ave, Chicago, IL 60618]>","[41.9412976, -87.6880774]",RoadIntersection,"W School St & N Western Ave, Chicago, IL 60618"
380,W 122nd St And S Perry Ave,"<[OK] Bing - Geocode [W 122nd St & S Perry Ave, Chicago, IL 60628]>","[41.672491, -87.624844]",RoadIntersection,"W 122nd St & S Perry Ave, Chicago, IL 60628"
381,W Pensacola Ave And N Campbell Ave,"<[OK] Bing - Geocode [W Pensacola Ave & N Campbell Ave, Chicago, IL 60618]>","[41.960394, -87.691773]",RoadIntersection,"W Pensacola Ave & N Campbell Ave, Chicago, IL 60618"
382,W 101st St And S Oakley Ave,"<[OK] Bing - Geocode [W 101st St & S Oakley Ave, Chicago, IL 60643]>","[41.7100441, -87.6793254]",RoadIntersection,"W 101st St & S Oakley Ave, Chicago, IL 60643"
383,N Fairfield Ave And W Augusta Blvd,"<[OK] Bing - Geocode [N Fairfield Ave & W Augusta Blvd, Chicago, IL 60622]>","[41.8992998, -87.6955649]",RoadIntersection,"N Fairfield Ave & W Augusta Blvd, Chicago, IL 60622"
384,N Hoyne Ave And W Moffat St,"<[OK] Bing - Geocode [N Hoyne Ave & W Moffat St, Chicago, IL 60647]>","[41.9154247, -87.6800219]",RoadIntersection,"N Hoyne Ave & W Moffat St, Chicago, IL 60647"
385,N Keeler Ave And N Sauganash Ave,"<[OK] Bing - Geocode [N Keeler Ave & N Sauganash Ave, Chicago, IL 60646]>","[41.9906267, -87.7340204]",RoadIntersection,"N Keeler Ave & N Sauganash Ave, Chicago, IL 60646"
386,N Kenneth Ave And W Lawrence Ave,"<[OK] Bing - Geocode [N Kenneth Ave & W Lawrence Ave, Chicago, IL 60630]>","[41.968141, -87.739177]",RoadIntersection,"N Kenneth Ave & W Lawrence Ave, Chicago, IL 60630"
387,N Kilbourn Ave And W Carmen Ave,"<[OK] Bing - Geocode [N Kilbourn Ave & W Carmen Ave, Chicago, IL 60630]>","[41.9735822, -87.7406109]",RoadIntersection,"N Kilbourn Ave & W Carmen Ave, Chicago, IL 60630"
388,N Laporte Ave And W Palmer St,"<[OK] Bing - Geocode [N Laporte Ave & W Palmer St, Chicago, IL 60639]>","[41.9205376, -87.7498697]",RoadIntersection,"N Laporte Ave & W Palmer St, Chicago, IL 60639"
389,W 108th St And S Sacramento Ave,"<[OK] Bing - Geocode [W 108th St & S Sacramento Ave, Chicago, IL 60655]>","[41.69709, -87.696325]",RoadIntersection,"W 108th St & S Sacramento Ave, Chicago, IL 60655"
390,N Leavitt St And W Waveland Ave,"<[OK] Bing - Geocode [N Leavitt St & W Waveland Ave, Chicago, IL 60618]>","[41.948629, -87.683434]",RoadIntersection,"N Leavitt St & W Waveland Ave, Chicago, IL 60618"
391,N Lotus Ave And W Addison St,"<[OK] Bing - Geocode [N Lotus Ave & W Addison St, Chicago, IL 60641]>","[41.945935, -87.763033]",RoadIntersection,"N Lotus Ave & W Addison St, Chicago, IL 60641"
392,N Lowell Ave And W Ainslie St,"<[OK] Bing - Geocode [N Lowell Ave & W Ainslie St, Chicago, IL 60630]>","[41.969983, -87.736714]",RoadIntersection,"N Lowell Ave & W Ainslie St, Chicago, IL 60630"
393,N Menard Ave And W Lawrence Ave,"<[OK] Bing - Geocode [N Menard Ave & W Lawrence Ave, Chicago, IL 60630]>","[41.9677307, -87.7723929]",RoadIntersection,"N Menard Ave & W Lawrence Ave, Chicago, IL 60630"
394,N Nordica Ave And W Devon Ave,"<[OK] Bing - Geocode [N Nordica Ave & W Devon Ave, Chicago, IL 60631]>","[41.9973045, -87.8027185]",RoadIntersection,"N Nordica Ave & W Devon Ave, Chicago, IL 60631"
395,N Leamington Ave And W Grand Ave,"<[OK] Bing - Geocode [N Leamington Ave & W Grand Ave, Chicago, IL 60639]>","[41.916873, -87.754618]",RoadIntersection,"N Leamington Ave & W Grand Ave, Chicago, IL 60639"
396,N Sayre Ave And W Grace St,"<[OK] Bing - Geocode [N Sayre Ave & W Grace St, Chicago, IL 60634]>","[41.9490278, -87.8009838]",RoadIntersection,"N Sayre Ave & W Grace St, Chicago, IL 60634"
397,S Bell Ave And W 101st St,"<[OK] Bing - Geocode [S Bell Ave & W 101st St, Chicago, IL 60643]>","[41.7100681, -87.6781023]",RoadIntersection,"S Bell Ave & W 101st St, Chicago, IL 60643"
398,S Dorchester Ave And E Hyde Park Blvd,"<[OK] Bing - Geocode [S Dorchester Ave & E Hyde Park Blvd, Chicago, IL 60615]>","[41.802453, -87.591863]",RoadIntersection,"S Dorchester Ave & E Hyde Park Blvd, Chicago, IL 60615"
399,S Hartwell Ave And E Marquette Rd,"<[OK] Bing - Geocode [S Hartwell Ave & E Marquette Rd, Chicago, IL 60637]>","[41.77284, -87.621496]",RoadIntersection,"S Hartwell Ave & E Marquette Rd, Chicago, IL 60637"
400,S Homan Ave And W 53rd St,"<[OK] Bing - Geocode [S Homan Ave & W 53rd St, Chicago, IL 60632]>","[41.7970949, -87.7085611]",RoadIntersection,"S Homan Ave & W 53rd St, Chicago, IL 60632"
401,S Kenneth Ave And W 55th St,"<[OK] Bing - Geocode [S Kenneth Ave & W 55th St, Chicago, IL 60632]>","[41.7931228, -87.7342364]",RoadIntersection,"S Kenneth Ave & W 55th St, Chicago, IL 60632"
402,S Michigan Ave And E Marquette Rd,"<[OK] Bing - Geocode [S Michigan Ave & E Marquette Rd, Chicago, IL 60637]>","[41.772834, -87.621906]",RoadIntersection,"S Michigan Ave & E Marquette Rd, Chicago, IL 60637"
403,S Oakley Ave And W 50th St,"<[OK] Bing - Geocode [S Oakley Ave & W 50th St, Chicago, IL 60609]>","[41.8029794, -87.6818359]",RoadIntersection,"S Oakley Ave & W 50th St, Chicago, IL 60609"
404,S Springfield Ave And W 59th Pl,"<[OK] Bing - Geocode [S Springfield Ave & W 59th Pl, Chicago, IL 60629]>","[41.78505, -87.720468]",RoadIntersection,"S Springfield Ave & W 59th Pl, Chicago, IL 60629"
405,S Whipple St And W 107th St,"<[OK] Bing - Geocode [S Whipple St & W 107th St, Chicago, IL 60655]>","[41.6989356, -87.697566]",RoadIntersection,"S Whipple St & W 107th St, Chicago, IL 60655"
406,N Richmond St And N Lincoln Ave,"<[OK] Bing - Geocode [N Richmond St & N Lincoln Ave, Chicago, IL 60659]>","[41.987509, -87.702651]",RoadIntersection,"N Richmond St & N Lincoln Ave, Chicago, IL 60659"
407,W Leland Ave And N Kedzie Ave,"<[OK] Bing - Geocode [W Leland Ave & N Kedzie Ave, Chicago, IL 60625]>","[41.966662, -87.708424]",RoadIntersection,"W Leland Ave & N Kedzie Ave, Chicago, IL 60625"
408,W Glenlake Ave And N Keeler Ave,"<[OK] Bing - Geocode [W Glenlake Ave & N Keeler Ave, Chicago, IL 60646]>","[41.9919265, -87.7337284]",RoadIntersection,"W Glenlake Ave & N Keeler Ave, Chicago, IL 60646"
409,W Cullerton St And S Karlov Ave,"<[OK] Bing - Geocode [W Cullerton St & S Karlov Ave, Chicago, IL 60623]>","[41.8543508, -87.7272642]",RoadIntersection,"W Cullerton St & S Karlov Ave, Chicago, IL 60623"
410,W Cortland St And N Long Ave,"<[OK] Bing - Geocode [W Cortland St & N Long Ave, Chicago, IL 60639]>","[41.9144232, -87.7607413]",RoadIntersection,"W Cortland St & N Long Ave, Chicago, IL 60639"
411,W 46th St And S Pulaski Rd,"<[OK] Bing - Geocode [W 46th St & S Pulaski Rd, Chicago, IL 60632]>","[41.809718, -87.723731]",RoadIntersection,"W 46th St & S Pulaski Rd, Chicago, IL 60632"
412,W Argyle St And N Damen Ave,"<[OK] Bing - Geocode [W Argyle St & N Damen Ave, Chicago, IL 60625]>","[41.972398, -87.679317]",RoadIntersection,"W Argyle St & N Damen Ave, Chicago, IL 60625"
413,W 91st St And S Hoyne Ave,"<[OK] Bing - Geocode [W 91st St & S Hoyne Ave, Chicago, IL 60643]>","[41.728347, -87.674538]",RoadIntersection,"W 91st St & S Hoyne Ave, Chicago, IL 60643"
414,W 60th St And S Pulaski Rd,"<[OK] Bing - Geocode [W 60th St & S Pulaski Rd, Chicago, IL 60629]>","[41.784109, -87.722989]",RoadIntersection,"W 60th St & S Pulaski Rd, Chicago, IL 60629"
415,W 54th St And S Kedzie Ave,"<[OK] Bing - Geocode [W 54th St & S Kedzie Ave, Chicago, IL 60632]>","[41.795378, -87.7036]",RoadIntersection,"W 54th St & S Kedzie Ave, Chicago, IL 60632"
416,W Carmen Ave And N Kostner Ave,"<[OK] Bing - Geocode [W Carmen Ave & N Kostner Ave, Chicago, IL 60630]>","[41.9736129, -87.7380627]",RoadIntersection,"W Carmen Ave & N Kostner Ave, Chicago, IL 60630"
417,W Moffat St And N Leavitt St,"<[OK] Bing - Geocode [W Moffat St & N Leavitt St, Chicago, IL 60647]>","[41.9153815, -87.6824533]",RoadIntersection,"W Moffat St & N Leavitt St, Chicago, IL 60647"
418,W Ainslie St And N Menard Ave,"<[OK] Bing - Geocode [W Ainslie St & N Menard Ave, Chicago, IL 60630]>","[41.969519, -87.773417]",RoadIntersection,"W Ainslie St & N Menard Ave, Chicago, IL 60630"
419,W School St And N Olcott Ave,"<[OK] Bing - Geocode [W School St & N Olcott Ave, Chicago, IL 60634]>","[41.93968, -87.814106]",RoadIntersection,"W School St & N Olcott Ave, Chicago, IL 60634"
420,W Wabansia Ave And N Narragansett Ave,"<[OK] Bing - Geocode [W Wabansia Ave & N Narragansett Ave, Chicago, IL 60639]>","[41.910967, -87.785024]",RoadIntersection,"W Wabansia Ave & N Narragansett Ave, Chicago, IL 60639"
421,W Waveland Ave And N Lotus Ave,"<[OK] Bing - Geocode [W Waveland Ave & N Lotus Ave, Chicago, IL 60641]>","[41.947764, -87.763112]",RoadIntersection,"W Waveland Ave & N Lotus Ave, Chicago, IL 60641"
422,E 84th St And S Bennett Ave,"<[OK] Bing - Geocode [E 84th St & S Bennett Ave, Chicago, IL 60617]>","[41.742469, -87.578259]",RoadIntersection,"E 84th St & S Bennett Ave, Chicago, IL 60617"
423,N Natoma Ave And W Argyle St,"<[OK] Bing - Geocode [N Natoma Ave & W Argyle St, Chicago, IL 60656]>","[41.9719875, -87.792772]",RoadIntersection,"N Natoma Ave & W Argyle St, Chicago, IL 60656"
424,N Rutherford Ave And W Argyle St,"<[OK] Bing - Geocode [N Rutherford Ave & W Argyle St, Chicago, IL 60656]>","[41.9719815, -87.795217]",RoadIntersection,"N Rutherford Ave & W Argyle St, Chicago, IL 60656"
425,S Bell Ave And W 91st St,"<[OK] Bing - Geocode [S Bell Ave & W 91st St, Chicago, IL 60643]>","[41.728342, -87.678584]",RoadIntersection,"S Bell Ave & W 91st St, Chicago, IL 60643"
426,S Claremont Ave And W 91st St,"<[OK] Bing - Geocode [S Claremont Ave & W 91st St, Chicago, IL 60643]>","[41.728262, -87.681064]",RoadIntersection,"S Claremont Ave & W 91st St, Chicago, IL 60643"
427,W 106th St And S Sacramento Ave,"<[OK] Bing - Geocode [W 106th St & S Sacramento Ave, Chicago, IL 60655]>","[41.7007578, -87.6965324]",RoadIntersection,"W 106th St & S Sacramento Ave, Chicago, IL 60655"
428,W 32nd St And S Racine Ave,"<[OK] Bing - Geocode [W 32nd St & S Racine Ave, Chicago, IL 60608]>","[41.836101, -87.655969]",RoadIntersection,"W 32nd St & S Racine Ave, Chicago, IL 60608"
429,W Peterson Ave And N Melvina Ave,"<[OK] Bing - Geocode [W Peterson Ave & N Melvina Ave, Chicago, IL 60646]>","[41.9901698, -87.7827511]",RoadIntersection,"W Peterson Ave & N Melvina Ave, Chicago, IL 60646"
430,W 116th St And S Lafayette Ave,"<[OK] Bing - Geocode [W 116th St & S Lafayette Ave, Chicago, IL 60628]>","[41.6825087, -87.6240368]",RoadIntersection,"W 116th St & S Lafayette Ave, Chicago, IL 60628"
431,N Sauganash Ave And W Peterson Ave,"<[OK] Bing - Geocode [N Sauganash Ave & W Peterson Ave, Chicago, IL 60646]>","[41.9900706, -87.7330468]",RoadIntersection,"N Sauganash Ave & W Peterson Ave, Chicago, IL 60646"
432,S Yale Ave And W 120th St,"<[OK] Bing - Geocode [S Yale Ave & W 120th St, Chicago, IL 60628]>","[41.676133, -87.628601]",RoadIntersection,"S Yale Ave & W 120th St, Chicago, IL 60628"
433,W Maypole Ave And N Hamlin Blvd,"<[OK] Bing - Geocode [W Maypole Ave & N Hamlin Blvd, Chicago, IL 60624]>","[41.884098, -87.720868]",RoadIntersection,"W Maypole Ave & N Hamlin Blvd, Chicago, IL 60624"
434,N Campbell Ave And W Belle Plaine Ave,"<[OK] Bing - Geocode [N Campbell Ave & W Belle Plaine Ave, Chicago, IL 60618]>","[41.955828, -87.690971]",RoadIntersection,"N Campbell Ave & W Belle Plaine Ave, Chicago, IL 60618"
435,N Hoyne Ave And W Argyle St,"<[OK] Bing - Geocode [N Hoyne Ave & W Argyle St, Chicago, IL 60625]>","[41.97235, -87.681716]",RoadIntersection,"N Hoyne Ave & W Argyle St, Chicago, IL 60625"
436,N Ionia Ave And W Fitch Ave,"<[OK] Bing - Geocode [N Ionia Ave & W Fitch Ave, Chicago, IL 60646]>","[42.0109843, -87.7764191]",RoadIntersection,"N Ionia Ave & W Fitch Ave, Chicago, IL 60646"
437,N Keeler Ave And W Ainslie St,"<[OK] Bing - Geocode [N Keeler Ave & W Ainslie St, Chicago, IL 60630]>","[41.970025, -87.732986]",RoadIntersection,"N Keeler Ave & W Ainslie St, Chicago, IL 60630"
438,N Kennison Ave And N Kilbourn Ave,"<[OK] Bing - Geocode [N Kennison Ave & N Kilbourn Ave, Chicago, IL 60630]>","[41.9719946, -87.7405291]",RoadIntersection,"N Kennison Ave & N Kilbourn Ave, Chicago, IL 60630"
439,N Kostner Ave And W Foster Ave,"<[OK] Bing - Geocode [N Kostner Ave & W Foster Ave, Chicago, IL 60630]>","[41.9753869, -87.7380763]",RoadIntersection,"N Kostner Ave & W Foster Ave, Chicago, IL 60630"
440,N Laramie Ave And W Diversey Ave,"<[OK] Bing - Geocode [N Laramie Ave & W Diversey Ave, Chicago, IL 60641]>","[41.931413, -87.75639]",RoadIntersection,"N Laramie Ave & W Diversey Ave, Chicago, IL 60641"
441,N Leavitt St And W Armitage Ave,"<[OK] Bing - Geocode [N Leavitt St & W Armitage Ave, Chicago, IL 60647]>","[41.917671, -87.682488]",RoadIntersection,"N Leavitt St & W Armitage Ave, Chicago, IL 60647"
442,N Leclaire Ave And W Parker Ave,"<[OK] Bing - Geocode [N Leclaire Ave & W Parker Ave, Chicago, IL 60639]>","[41.930524, -87.753933]",RoadIntersection,"N Leclaire Ave & W Parker Ave, Chicago, IL 60639"
443,N Lotus Ave And W Bloomingdale Ave,"<[OK] Bing - Geocode [N Lotus Ave & W Bloomingdale Ave, Chicago, IL 60639]>","[41.9130913, -87.7619081]",RoadIntersection,"N Lotus Ave & W Bloomingdale Ave, Chicago, IL 60639"
444,N Melvina Ave And N Milwaukee Ave,"<[OK] Bing - Geocode [N Melvina Ave & N Milwaukee Ave, Chicago, IL 60646]>","[41.992295, -87.782888]",RoadIntersection,"N Melvina Ave & N Milwaukee Ave, Chicago, IL 60646"
445,N Ottawa Ave And W Touhy Ave,"<[OK] Bing - Geocode [N Ottawa Ave & W Touhy Ave, Chicago, IL 60631]>","[42.011419, -87.817593]",RoadIntersection,"N Ottawa Ave & W Touhy Ave, Chicago, IL 60631"
446,N Spaulding Ave And W Lawrence Ave,"<[OK] Bing - Geocode [N Spaulding Ave, Lincolnwood, IL 60712]>","[42.0032805658152, -87.7118958227386]",RoadBlock,"N Spaulding Ave, Lincolnwood, IL 60712"
447,S Cregier Ave And E 83rd Pl,"<[OK] Bing - Geocode [S Cregier Ave & E 83rd Pl, Chicago, IL 60617]>","[41.743356, -87.58071]",RoadIntersection,"S Cregier Ave & E 83rd Pl, Chicago, IL 60617"
448,S Green St And W 106th St,"<[OK] Bing - Geocode [S Green St & W 106th St, Chicago, IL 60643]>","[41.701443, -87.643888]",RoadIntersection,"S Green St & W 106th St, Chicago, IL 60643"
449,S Harvard Ave And W 120th St,"<[OK] Bing - Geocode [S Harvard Ave & W 120th St, Chicago, IL 60628]>","[41.676118, -87.631033]",RoadIntersection,"S Harvard Ave & W 120th St, Chicago, IL 60628"
450,S Hoyne Ave And W 101st St,"<[OK] Bing - Geocode [S Hoyne Ave & W 101st St, Chicago, IL 60643]>","[41.7101522, -87.6744814]",RoadIntersection,"S Hoyne Ave & W 101st St, Chicago, IL 60643"
451,S Lawndale Ave And W 61st St,"<[OK] Bing - Geocode [S Lawndale Ave & W 61st St, Chicago, IL 60629]>","[41.782383, -87.715509]",RoadIntersection,"S Lawndale Ave & W 61st St, Chicago, IL 60629"
452,S Oakley Ave And W 101st St,"<[OK] Bing - Geocode [S Oakley Ave & W 101st St, Chicago, IL 60643]>","[41.7100441, -87.6793254]",RoadIntersection,"S Oakley Ave & W 101st St, Chicago, IL 60643"
453,S Princeton Ave And W 120th St,"<[OK] Bing - Geocode [S Princeton Ave & W 120th St, Chicago, IL 60628]>","[41.676122, -87.629843]",RoadIntersection,"S Princeton Ave & W 120th St, Chicago, IL 60628"
454,S St Louis Ave And W 83rd Pl,"<[OK] Bing - Geocode [S Saint Louis Ave & W 83rd Pl, Chicago, IL 60652]>","[41.7414764, -87.70948]",RoadIntersection,"S Saint Louis Ave & W 83rd Pl, Chicago, IL 60652"
455,S Wabash Ave And E Marquette Rd,"<[OK] Bing - Geocode [S Wabash Ave & E Marquette Rd, Chicago, IL 60637]>","[41.772833, -87.62395]",RoadIntersection,"S Wabash Ave & E Marquette Rd, Chicago, IL 60637"
456,N Monticello Ave And W Ohio St,"<[OK] Bing - Geocode [N Monticello Ave & W Ohio St, Chicago, IL 60624]>","[41.8917758, -87.7174368]",RoadIntersection,"N Monticello Ave & W Ohio St, Chicago, IL 60624"
457,W Washington Blvd And N Pulaski Rd,"<[OK] Bing - Geocode [W Washington Blvd & N Pulaski Rd, Chicago, IL 60624]>","[41.881962, -87.725665]",RoadIntersection,"W Washington Blvd & N Pulaski Rd, Chicago, IL 60624"
458,S Troy St And W Jackson Blvd,"<[OK] Bing - Geocode [S Troy St & W Jackson Blvd, Chicago, IL 60612]>","[41.877358, -87.704825]",RoadIntersection,"S Troy St & W Jackson Blvd, Chicago, IL 60612"
459,W Jackson Blvd And S Kedzie Ave,"<[OK] Bing - Geocode [W Jackson Blvd & S Kedzie Ave, Chicago, IL 60612]>","[41.877346, -87.70604]",RoadIntersection,"W Jackson Blvd & S Kedzie Ave, Chicago, IL 60612"
460,W Fifth Ave And S Troy St,"<[OK] Bing - Geocode [W 5th Ave & S Troy St, Chicago, IL 60612]>","[41.87867, -87.705065]",RoadIntersection,"W 5th Ave & S Troy St, Chicago, IL 60612"
461,N Paulina St And W Farragut Ave,"<[OK] Bing - Geocode [N Paulina St & W Farragut Ave, Chicago, IL 60640]>","[41.977009, -87.672105]",RoadIntersection,"N Paulina St & W Farragut Ave, Chicago, IL 60640"
462,W Farragut Ave And N Ravenswood Ave,"<[OK] Bing - Geocode [W Farragut Ave & N Ravenswood Ave, Chicago, IL 60640]>","[41.977038, -87.675055]",RoadIntersection,"W Farragut Ave & N Ravenswood Ave, Chicago, IL 60640"
463,W Berwyn Ave And N Paulina St,"<[OK] Bing - Geocode [W Berwyn Ave & N Paulina St, Chicago, IL 60640]>","[41.9779685, -87.6721169]",RoadIntersection,"W Berwyn Ave & N Paulina St, Chicago, IL 60640"
464,N Ravenswood Ave And W Balmoral Ave,"<[OK] Bing - Geocode [N Ravenswood Ave & W Balmoral Ave, Chicago, IL 60640]>","[41.9797511, -87.6751209]",RoadIntersection,"N Ravenswood Ave & W Balmoral Ave, Chicago, IL 60640"
465,W Winona St And N Winchester Ave,"<[OK] Bing - Geocode [W Winona St & N Winchester Ave, Chicago, IL 60640]>","[41.974725, -87.67784]",RoadIntersection,"W Winona St & N Winchester Ave, Chicago, IL 60640"
466,E 95th St And S Torrence Ave,"<[OK] Bing - Geocode [E 95th St & S Torrence Ave, Chicago, IL 60617]>","[41.72255115, -87.55989654999999]",RoadIntersection,"E 95th St & S Torrence Ave, Chicago, IL 60617"
467,N Hiawatha Ave And W Peterson Ave,"<[OK] Bing - Geocode [N Hiawatha Ave & W Peterson Ave, Chicago, IL 60646]>","[41.990087200000005, -87.7420321]",RoadIntersection,"N Hiawatha Ave & W Peterson Ave, Chicago, IL 60646"
468,N Oriole Ave And W Jarvis Ave,"<[OK] Bing - Geocode [N Oriole Ave & W Jarvis Ave, Chicago, IL 60631]>","[42.015095, -87.8163764]",RoadIntersection,"N Oriole Ave & W Jarvis Ave, Chicago, IL 60631"
469,N Overhill Ave And W Jarvis Ave,"<[OK] Bing - Geocode [N Overhill Ave & W Jarvis Ave, Chicago, IL 60631]>","[42.0150532, -87.8187831]",RoadIntersection,"N Overhill Ave & W Jarvis Ave, Chicago, IL 60631"
470,W Devon Ave And N Spokane Ave,"<[OK] Bing - Geocode [W Devon Ave & N Spokane Ave, Chicago, IL 60646]>","[41.997336, -87.760727]",RoadIntersection,"W Devon Ave & N Spokane Ave, Chicago, IL 60646"
471,N Leoti Ave And N Le Mai Ave,"<[OK] Bing - Geocode [N Leoti Ave & N Le Mai Ave, Chicago, IL 60646]>","[41.9954399, -87.7580216]",RoadIntersection,"N Leoti Ave & N Le Mai Ave, Chicago, IL 60646"
