,Unnamed: 0,location_name,from,to,from_lat_long,to_lat_long,from_blockgroup,to_blockgroup
707,889,On S Justine St From W 34th St To W 35th St,S Justine St And W 34th St,S Justine St And W 35th St,"[41.8323568, -87.6643496]","[41.8305315, -87.6643026]",170318404001,170318404001
708,890,On S Kolmar Ave From W 59th St To W 60th St,S Kolmar Ave And W 59th St,S Kolmar Ave And W 60th St,"[41.785786, -87.736414]","[41.783954, -87.736361]",170316502005,170316502005
709,891,On S Laflin St From W Jackson Blvd To W Van Buren St,S Laflin St And W Jackson Blvd,S Laflin St And W Van Buren St,"[41.877695, -87.664333]","[41.876407, -87.664327]",170318331003,170318331003
710,892,On W 50th St From S Wolcott Ave To S Honore St,W 50th St And S Wolcott Ave,W 50th St And S Honore St,"[41.803092, -87.672102]","[41.803113, -87.670889]",170316114002,170316114001
711,893,On S Maplewood Ave From W 66th St To W Marquette Rd,S Maplewood Ave And W 66th St,S Maplewood Ave And W Marquette Rd,"[41.773746, -87.687189]","[41.771925, -87.687118]",170316608002,170316608002
712,894,On S May St From W 77th St To W 78th St,S May St And W 77th St,S May St And W 78th St,"[41.754161, -87.652628]","[41.752332, -87.652578]",170317102004,170317108005
713,895,On S Merrill Ave From E 69th St To E 70th St,S Merrill Ave And E 69th St,S Merrill Ave And E 70th St,"[41.769874, -87.572727]","[41.767996, -87.572679]",170314301013,170314301012
714,896,On S Morgan St From W 32nd Pl To W 32nd St,S Morgan St And W 32nd Pl,S Morgan St And W 32nd St,"[41.835617, -87.651086]","[41.8361542, -87.6511021]",170316009002,170316009002
715,897,On S Mozart St From W 82nd St To W 83rd St,S Mozart St And W 82nd St,S Mozart St And W 83rd St,"[41.744464, -87.693708]","[41.742641, -87.693652]",170317005013,170317005016
716,898,On S Long Ave From W 51st St To S Archer Ave,S Long Ave And W 51st St,S Long Ave And S Archer Ave,"[41.8001188, -87.7576321]","[41.796545, -87.757486]","[41.8001188, -87.7576321]",170315607002
717,899,On S Normandy Ave From W 54th St To W Archer Ave,S Normandy Ave And W 54th St,S Normandy Ave And W Archer Ave,"[41.7941403, -87.7891894]","[41.792256, -87.789112]",170315609003,170315609003
718,900,On S Paulina St From S Archer Ave To W 33rd St,S Paulina St And S Archer Ave,S Paulina St And W 33rd St,"[41.836226, -87.668164]","[41.834169, -87.668022]",170318404001,170318404001
719,901,On S Richmond St From W 80th St To W 81st St,S Richmond St And W 80th St,S Richmond St And W 81st St,"[41.748073, -87.696234]","[41.7462543, -87.6961907]",170317005014,170317005014
720,902,On S Seeley Ave From W 35th St To W 37th St,S Seeley Ave And W 35th St,S Seeley Ave And W 37th St,"[41.8303897, -87.676512]","[41.8267409, -87.6764177]",170318403002,170315905001
721,903,On S South Chicago Ave From E 73rd St To E 74th St,S South Chicago Ave And E 73rd St,S South Chicago Ave And E 74th St,"[41.762271, -87.600656]","[41.760435, -87.597968]",170318418001,170318418001
722,904,On S Union Ave From W 72nd St To W 33rd St,S Union Ave And W 72nd St,S Union Ave And W 33rd St,"[41.763436, -87.641514]","[41.834428, -87.643742]",170316813002,170318398003
723,905,On S Wallace St From W 69th St To W 71st St,S Wallace St And W 69th St,S Wallace St And W 71st St,"[41.768913, -87.640201]","[41.765286, -87.640114]",170316812003,170316812002
724,906,On S Washtenaw Ave From W 80th St To W 81st St,S Washtenaw Ave And W 80th St,S Washtenaw Ave And W 81st St,"[41.748182, -87.690142]","[41.7463543, -87.6900941]",170317005013,170317005013
725,907,On S Winchester Ave From W 69th St To W 70th St,S Winchester Ave And W 69th St,S Winchester Ave And W 70th St,"[41.768448, -87.672395]","[41.766623, -87.672364]",170316715002,170316715002
726,908,On S Yale Ave From W 70th St To W 71st St,S Yale Ave And W 70th St,S Yale Ave And W 71st St,"[41.767238, -87.631061]","[41.765419, -87.631002]",170316903002,170316903002
727,909,On W 32nd St From S Hamilton Ave To S Hoyne Ave,W 32nd St And S Hamilton Ave,W 32nd St And S Hoyne Ave,"[41.835793, -87.679087]","[41.835809, -87.677873]",170318403002,170318403002
728,910,On S Newcastle Ave From W 51st St To W 52nd St,S Newcastle Ave And W 51st St,S Newcastle Ave And W 52nd St,"[41.799457, -87.792935]","[41.7976918, -87.792944]",170315609004,170315609004
729,911,On W 80th Pl From S Hoyne Ave To S Damen Ave,W 80th Pl And S Hoyne Ave,W 80th Pl And S Damen Ave,"[41.7474827, -87.6753344]","[41.747509, -87.673091]",170317105004,170317105004
730,912,On W 71st St From S Bell Ave To S Halsted St,W 71st St And S Bell Ave,W 71st St And S Halsted St,"[41.764752, -87.679489]","[41.76521, -87.644424]",170316610001,170316811002
731,913,On W 61st St From S Peoria St To S Halsted St,W 61st St And S Peoria St,W 61st St And S Halsted St,"[41.7833644, -87.6472959]","[41.7833903, -87.6449786]",170318348001,170318348001
732,914,On W 60th St From S Kilpatrick Ave To S Kolmar Ave,W 60th St And S Kilpatrick Ave,W 60th St And S Kolmar Ave,"[41.783911, -87.7400201]","[41.783954, -87.736361]",170316401001,170316502005
733,915,On W 54th St From S Laflin St To S Loomis Blvd,W 54th St And S Laflin St,W 54th St And S Loomis Blvd,"[41.795927, -87.662186]","[41.795941, -87.659765]",170316119001,170316119002
734,916,1600-1727 N Parkside Ave,1600 N Parkside Ave,1727 N Parkside Ave,"[41.910932058166665, -87.76685920459711]","[41.912062, -87.766501]",170312504002,170312504002
735,917,On W 58th St From S Paulina St To S Ashland Ave,W 58th St And S Paulina St,W 58th St And S Ashland Ave,"[41.7885552, -87.6668527]","[41.78859, -87.664528]",170316703001,170316703001
736,918,On W 57th St From S Massasoit Ave To S Central Ave,W 57th St And S Massasoit Ave,W 57th St And S Central Ave,"[41.788983, -87.765803]","[41.789073, -87.762115]",170315611001,170319801001
737,919,On W 56th St From S Hermitage Ave To S Paulina St,W 56th St And S Hermitage Ave,W 56th St And S Paulina St,"[41.7922049, -87.6681492]","[41.79222, -87.666938]",170316703002,170316703002
738,920,On W 54th St From S Paulina St To S Ashland Ave,W 54th St And S Paulina St,W 54th St And S Ashland Ave,"[41.7958282, -87.667032]","[41.79589, -87.664536]",170316118002,170316119001
739,921,On W 59th St From S Melvina Ave To S Mason Ave,W 59th St And S Melvina Ave,W 59th St And S Mason Ave,"[41.7850999, -87.7766612]","[41.7852286, -87.770558]",170316403006,170315611002
740,922,On W 87th St From S Damen Ave To S Wood St,W 87th St And S Damen Ave,W 87th St And S Wood St,"[41.735726, -87.672762]","[41.735668, -87.667941]",170317112004,170317113001
741,923,On W Lake St From N Campbell Ave To N Leavitt St,W Lake St And N Campbell Ave,W Lake St And N Leavitt St,"[41.8845454, -87.6885991]","[41.8848037, -87.6816586]",170318378001,170318378001
742,924,On W Ainslie St From N Marmora Ave To N Menard Ave,W Ainslie St And N Marmora Ave,W Ainslie St And N Menard Ave,"[41.969475, -87.775833]","[41.969519, -87.773417]",170311104002,170311104002
743,925,On W Argyle St From N Melvina Ave To N Moody Ave,W Argyle St And N Melvina Ave,W Argyle St And N Moody Ave,"[41.972067, -87.7831023]","[41.97207, -87.781893]",170311103004,170311103004
744,926,On W Barry Ave From N Leclaire Ave To N Lavergne Ave,W Barry Ave And N Leclaire Ave,W Barry Ave And N Lavergne Ave,"[41.93693, -87.754162]","[41.9369487, -87.7517228]",170311902001,170311902001
745,927,On W Belmont Ave From N Olcott Ave To N Oketo Ave,W Belmont Ave And N Olcott Ave,W Belmont Ave And N Oketo Ave,"[41.937977, -87.814048]","[41.937988, -87.811612]",170311708002,170311708002
746,928,On W Carroll Ave From N Albany Ave To N Sacramento Blvd,W Carroll Ave And N Albany Ave,W Carroll Ave And N Sacramento Blvd,"[41.8875501, -87.7038568]","[41.8875737, -87.70142]",170318371001,170318371001
747,929,On W Carroll Ave From N Kedzie Ave To N Albany Ave,W Carroll Ave And N Kedzie Ave,W Carroll Ave And N Albany Ave,"[41.887537, -87.706332]","[41.8875501, -87.7038568]",170318368002,170318371001
748,930,On W Columbus Ave From S Kedzie Ave To W 77th St,W Columbus Ave And S Kedzie Ave,W Columbus Ave And W 77th St,"[41.750484, -87.702428]","[41.753538, -87.6956577]",170317001002,170317001002
749,931,On W Eastwood Ave From N Kedzie Ave To N Sacramento Ave,W Eastwood Ave And N Kedzie Ave,W Eastwood Ave And N Sacramento Ave,"[41.965606, -87.708383]","[41.9656338, -87.7035104]",170311408001,170311408001
750,932,On W Fulton Blvd From N Homan Ave To N Albany Ave,W Fulton Blvd And N Homan Ave,W Fulton Blvd And N Albany Ave,"[41.886382, -87.711185]","[41.8864518, -87.7038138]",170318368001,170318371001
751,933,On W Gunnison St From N Nagle Ave To N Mason Ave,W Gunnison St And N Nagle Ave,W Gunnison St And N Mason Ave,"[41.9684117, -87.7880289]","[41.9685548, -87.7771074]","[41.9684117, -87.7880289]",170311104002
752,934,On W Howard St From N Oconto Ave To N Odell Ave,W Howard St And N Oconto Ave,W Howard St And N Odell Ave,"[42.018934, -87.807783]","[42.018886, -87.810223]",170310901001,"[42.018886, -87.810223]"
753,935,On W 53rd St From S Paulina St To S Ashland Ave,W 53rd St And S Paulina St,W 53rd St And S Ashland Ave,"[41.7976479, -87.6670857]","[41.797702, -87.664616]",170316118002,170316119001
754,936,On W Adams St From S Western Ave To S Leavitt St,W Adams St And S Western Ave,W Adams St And S Leavitt St,"[41.878624, -87.686448]","[41.878637850000004, -87.68143415]",170312808001,170318380002
755,937,On W 53rd St From S Hoyne Ave To S Damen Ave,W 53rd St And S Hoyne Ave,W 53rd St And S Damen Ave,"[41.7975357, -87.6768278]","[41.797598, -87.674403]",170316116001,170316117003
756,938,On S Newland Ave From W 51st St To W 52nd St,S Newland Ave And W 51st St,S Newland Ave And W 52nd St,"[41.7994253, -87.7953599]","[41.7976643, -87.7953812]",170315609004,170315609004
757,939,On W 46th St From S Ashland Ave To S Mcdowell Ave,W 46th St And S Ashland Ave,W 46th St And S Mcdowell Ave,"[41.81046, -87.665088]","[41.8104757, -87.662587]",170316104001,170318426002
758,940,On W Lexington St From S Laflin St To S Loomis St,W Lexington St And S Laflin St,W Lexington St And S Loomis St,"[41.8725152, -87.6641578]","[41.8725447, -87.6617323]",170318329001,170318329002
759,941,On S Harvard Ave From W 71st St To W 73rd St,S Harvard Ave And W 71st St,S Harvard Ave And W 73rd St,"[41.765383, -87.633442]","[41.76174, -87.633373]",170316903002,170316911004
760,942,On S Homan Ave From W 112th Pl To W 115th St,S Homan Ave And W 112th Pl,S Homan Ave And W 115th St,"[41.6887335, -87.7056054]","[41.684193, -87.705427]",170317404001,170317404002
761,943,On S Hoyne Ave From W 35th St To W 37th St,S Hoyne Ave And W 35th St,S Hoyne Ave And W 37th St,"[41.830427, -87.677747]","[41.830459, -87.677749]",170318403003,170318403003
762,944,On S Iron St From W 34th St To W 35th St,S Iron St And W 34th St,S Iron St And W 35th St,"[41.8323577, -87.6605181]","[41.830599, -87.659311]",170318404001,170318404001
763,945,On S Karlov Ave From W 84th St To W 85th St,S Karlov Ave And W 84th St,S Karlov Ave And W 85th St,"[41.740322, -87.724039]","[41.7384821, -87.7239835]",170317003024,170317003024
764,946,On S Komensky Ave From W 85th St To W 86th St,S Komensky Ave And W 85th St,S Komensky Ave And W 86th St,"[41.738496, -87.722776]","[41.7366736, -87.7226807]",170317003024,170317003024
765,947,On S Laflin St From W Madison St To W Monroe St,S Laflin St And W Madison St,S Laflin St And W Monroe St,"[41.881451, -87.664424]","[41.880231, -87.664397]",170318331003,170318331003
766,948,On S Loomis Blvd From W 85th St To W 87th St,S Loomis Blvd And W 85th St,S Loomis Blvd And W 87th St,"[41.739497, -87.65831]","[41.735898, -87.658221]",170317111002,170317111002
767,949,On S Maryland Ave From E 86th St To E 87th St,S Maryland Ave And E 86th St,S Maryland Ave And E 87th St,"[41.738477, -87.603669]","[41.736666, -87.603622]",170314401022,170314401022
768,950,On S Menard Ave From W 57th St To W 58th St,S Menard Ave And W 57th St,S Menard Ave And W 58th St,"[41.788948, -87.766943]","[41.787123, -87.766965]",170315611002,170315611002
769,951,On W 50th St From S Loomis Blvd To S Racine Ave,W 50th St And S Loomis Blvd,W 50th St And S Racine Ave,"[41.803231, -87.659955]","[41.803307, -87.655094]",170316111003,170316110001
770,952,On S Michigan Ave From E 77th St To E 78th St,S Michigan Ave And E 77th St,S Michigan Ave And E 78th St,"[41.754651, -87.621462]","[41.752829, -87.621419]",170316913001,170316913002
771,953,On S New England Ave From W 51st St To W 52nd St,S New England Ave And W 51st St,S New England Ave And W 52nd St,"[41.7994507, -87.7941522]","[41.7976863, -87.7941626]",170315609004,170315609004
772,954,On S Oak Park Ave From W 51st St To W 52nd St,S Oak Park Ave And W 51st St,S Oak Park Ave And W 52nd St,"[41.7994888, -87.7917559]","[41.7977083, -87.7917199]",170315609003,170315609003
773,955,On S Racine Ave From W 31st St To W 33rd St,S Racine Ave And W 31st St,S Racine Ave And W 33rd St,"[41.837935, -87.656016]","[41.834273, -87.655902]",170316007001,170318397001
774,956,On S Rutherford Ave From W 51st St To W 52nd St,S Rutherford Ave And W 51st St,S Rutherford Ave And W 52nd St,"[41.7995428, -87.7904815]","[41.7977357, -87.7905068]","[41.7995428, -87.7904815]",170315609003
775,958,On S State St From W 113th St To W 114th St,S State St And W 113th St,S State St And W 114th St,"[41.68896, -87.623007]","[41.687136, -87.622959]",170314913001,170314913002
776,959,On S Vernon Ave From E 69th St To E 70th St,S Vernon Ave And E 69th St,S Vernon Ave And E 70th St,"[41.769347, -87.61415]","[41.767528, -87.61409]",170316905001,170316905001
777,960,On S Wallace St From W 76th St To W 77th St,S Wallace St And W 76th St,S Wallace St And W 77th St,"[41.756159, -87.639919]","[41.754349, -87.639858]",170316813001,170317101001
778,961,On S Wentworth Ave From W 71st St To W 73rd St,S Wentworth Ave And W 71st St,S Wentworth Ave And W 73rd St,"[41.765448, -87.629771]","[41.7618944, -87.62960290000001]",170316903002,170316911004
779,962,On S Woodlawn Ave From E 69th St To E 71st St,S Woodlawn Ave And E 69th St,S Woodlawn Ave And E 71st St,"[41.7698829, -87.5952618]","[41.765897, -87.595882]",170318418002,170318418002
780,963,On W 31st St From S Wood St To S Damen Ave,W 31st St And S Wood St,W 31st St And S Damen Ave,"[41.837721, -87.670564]","[41.83764, -87.675491]",170318432002,170318432002
781,964,On S Morgan St From W 75th St To W 77th St,S Morgan St And W 75th St,S Morgan St And W 77th St,"[41.757679, -87.649083]","[41.754206, -87.648999]",170317102003,170317102003
782,965,On W Madison St From N California Ave To N Francisco Ave,W Madison St And N California Ave,W Madison St And N Francisco Ave,"[41.881094, -87.696308]","[41.8810754, -87.6987378]",170318370002,170318370002
783,966,On W Madison St From N Homan Blvd To S St Louis Ave,W Madison St And N Homan Blvd,W Madison St And S St Louis Ave,"[41.88094, -87.711019]","[41.8808972, -87.7135859]",170312705001,170312705001
784,967,3900-4000 S Ashland Ave,3900 S Ashland Ave,4000 S Ashland Ave,"[41.822585, -87.666444]","[41.8205445, -87.6648972]",170316103001,170318426002
785,968,7300-7422 S Campbell Ave,7300 S Campbell Ave,7422 S Campbell Ave,"[41.760875, -87.685944]","[41.7584688, -87.6856983]",170316610003,170316610003
786,969,7024-7100 S Euclid Ave,7024 S Euclid Ave,7100 S Euclid Ave,"[41.767163, -87.577919]","[41.76592121113828, -87.57815438525434]",170314302002,170314305001
787,971,7246-7300 S Luella Ave,7246 S Luella Ave,7300 S Luella Ave,"[41.762942, -87.570444]","[41.76243, -87.570426]",170314306002,170314308001
788,972,7332-7412 S St Louis Ave,7332 S St Louis Ave,7412 S St Louis Ave,"[41.75955864023469, -87.71006466753867]","[41.75865919796405, -87.7100328594011]",170316611005,170316611002
789,973,7100-7135 S Union Ave,7100 S Union Ave,7135 S Union Ave,"[41.764991, -87.641944]","[41.764175, -87.641086]",170316813002,170316813002
790,974,3522-3552 W 74th St,3522 W 74th St,3552 W 74th St,"[41.759054, -87.710986]","[41.759039, -87.712025]",170316611005,170316611005
791,975,3725-3800 W 84th Pl,3725 W 84th Pl,3800 W 84th Pl,"[41.740154, -87.71529]","[41.739775, -87.71698]",170317004021,170317004021
792,976,7300-7422 W Campbell Av,7300 W Campbell Av,7422 W Campbell Av,"[41.760875, -87.685944]","[41.7584688, -87.6856983]",170316610003,170316610003
793,977,7411-7464 W Catalpa Ave,7411 W Catalpa Ave,7464 W Catalpa Ave,"[41.979097, -87.812454]","[41.979522, -87.814331]",170311005003,170311005003
794,978,7500-7542 W Devon Ave,7500 W Devon Ave,7542 W Devon Ave,"[41.99734, -87.813761]","[41.997301, -87.815279]",170310903001,170310903001
795,979,5700-6342 W Grace St,5700 W Grace St,6342 W Grace St,"[41.949759, -87.769516]","[41.949566, -87.785718]",170311506001,170311702003
796,980,2000-2344 W Kinzie St,2000 W Kinzie St,2344 W Kinzie St,"[41.888733, -87.677305]","[41.8886211002893, -87.68564540092879]",170312430002,170312429002
797,981,2300-2424 W Medill Ave,2300 W Medill Ave,2424 W Medill Ave,"[41.9242067, -87.6855]","[41.924222, -87.688628]",170312216002,170312215001
798,982,4236-4400 N Whipple St,4236 N Whipple St,4400 N Whipple St,"[41.958679, -87.704808]","[41.961299, -87.704746]",170311606011,170311408004
799,983,4812-4900 W Patterson Ave,4812 W Patterson Ave,4900 W Patterson Ave,"[41.947098303091856, -87.74753930508709]","[41.947179, -87.749818]",170311508003,170311508003
800,984,22-100 N Sangamon St,22 N Sangamon St,100 N Sangamon St,"[41.882565, -87.6513817]","[41.883242, -87.651066]",170318330001,170318330001
801,985,1800-1945 N Nordica Ave,1800 N Nordica Ave,1945 N Nordica Ave,"[41.912656, -87.80269]","[41.915716, -87.801808]",170312505007,170312505004
802,986,On W Maypole Ave From N Karlov Ave To N Pulaski Rd,W Maypole Ave And N Karlov Ave,W Maypole Ave And N Pulaski Rd,"[41.88467, -87.726998]","[41.884024, -87.725734]",170312602001,170312601001
