,all_locations,api_address,lat_long,location_object,quality
199,W 62nd St And S Komensky Ave,"W 62nd St & S Komensky Ave, Chicago, IL 60629","[41.780445, -87.724026]","<[OK] Bing - Geocode [W 62nd St & S Komensky Ave, Chicago, IL 60629]>",RoadIntersection
2367,W 62nd St And S Kostner Ave,"W 62nd St & S Kostner Ave, Chicago, IL 60629","[41.780346, -87.732586]","<[OK] Bing - Geocode [W 62nd St & S Kostner Ave, Chicago, IL 60629]>",RoadIntersection
2348,W 62nd St And S Laflin St,"W 62nd St & S Laflin St, Chicago, IL 60636","[41.781327, -87.661847]","<[OK] Bing - Geocode [W 62nd St & S Laflin St, Chicago, IL 60636]>",RoadIntersection
2479,W 62nd St And S Lawndale Ave,"W 62nd St & S Lawndale Ave, Chicago, IL 60629","[41.780581, -87.715462]","<[OK] Bing - Geocode [W 62nd St & S Lawndale Ave, Chicago, IL 60629]>",RoadIntersection
801,W 62nd St And S New England Ave,"W 62nd St & S New England Ave, Chicago, IL 60638","[41.7793238, -87.7941562]","<[OK] Bing - Geocode [W 62nd St & S New England Ave, Chicago, IL 60638]>",RoadIntersection
2797,W 62nd St And S Oak Park Ave,"W 62nd St & S Oak Park Ave, Chicago, IL 60638","[41.779392, -87.791072]","<[OK] Bing - Geocode [W 62nd St & S Oak Park Ave, Chicago, IL 60638]>",RoadIntersection
202,W 62nd St And S Pulaski Rd,"W 62nd St & S Pulaski Rd, Chicago, IL 60629","[41.7804754, -87.7228809]","<[OK] Bing - Geocode [W 62nd St & S Pulaski Rd, Chicago, IL 60629]>",RoadIntersection
2591,W 62nd St And S Seeley Ave,"W 62nd St & S Seeley Ave, Chicago, IL 60636","[41.781147, -87.67516]","<[OK] Bing - Geocode [W 62nd St & S Seeley Ave, Chicago, IL 60636]>",RoadIntersection
2981,W 63rd St And S Cicero Ave,"W 63rd St & S Cicero Ave, Chicago, IL 60638","[41.778467, -87.742388]","<[OK] Bing - Geocode [W 63rd St & S Cicero Ave, Chicago, IL 60638]>",RoadIntersection
1000,W 63rd St And S Laramie Ave,"W 63rd St & S Laramie Ave, Chicago, IL 60638","[41.778224, -87.752004]","<[OK] Bing - Geocode [W 63rd St & S Laramie Ave, Chicago, IL 60638]>",RoadIntersection
4093,W 63rd St And S Rockwell St,"W 63rd St & S Rockwell St, Chicago, IL 60629","[41.779191, -87.688532]","<[OK] Bing - Geocode [W 63rd St & S Rockwell St, Chicago, IL 60629]>",RoadIntersection
2231,W 63rd St And S Sacramento Ave,"W 63rd St & S Sacramento Ave, Chicago, IL 60629","[41.7790463, -87.6982654]","<[OK] Bing - Geocode [W 63rd St & S Sacramento Ave, Chicago, IL 60629]>",RoadIntersection
1840,W 64th St And S Central Ave,"W 64th St & S Central Ave, Chicago, IL 60638","[41.7762432, -87.7616515]","<[OK] Bing - Geocode [W 64th St & S Central Ave, Chicago, IL 60638]>",RoadIntersection
583,W 64th St And S Damen Ave,"W 64th St & S Damen Ave, Chicago, IL 60636","[41.777531, -87.673858]","<[OK] Bing - Geocode [W 64th St & S Damen Ave, Chicago, IL 60636]>",RoadIntersection
3750,W 64th St And S Major Ave,"W 64th St & S Major Ave, Chicago, IL 60638","[41.776207, -87.76409]","<[OK] Bing - Geocode [W 64th St & S Major Ave, Chicago, IL 60638]>",RoadIntersection
2610,W 64th St And S Paulina St,"W 64th St & S Paulina St, Chicago, IL 60636","[41.7776292, -87.6666575]","<[OK] Bing - Geocode [W 64th St & S Paulina St, Chicago, IL 60636]>",RoadIntersection
4015,W 65th St And S Aberdeen St,"W 65th St & S Aberdeen St, Chicago, IL 60621","[41.7760158, -87.6519737]","<[OK] Bing - Geocode [W 65th St & S Aberdeen St, Chicago, IL 60621]>",RoadIntersection
1870,W 65th St And S Fairfield Ave,"W 65th St & S Fairfield Ave, Chicago, IL 60629","[41.7754803, -87.6921106]","<[OK] Bing - Geocode [W 65th St & S Fairfield Ave, Chicago, IL 60629]>",RoadIntersection
2150,W 65th St And S Halsted St,"W 65th St & S Halsted St, Chicago, IL 60621","[41.776129, -87.644777]","<[OK] Bing - Geocode [W 65th St & S Halsted St, Chicago, IL 60621]>",RoadIntersection
1726,W 65th St And S Harvard Ave,"W 65th St & S Harvard Ave, Chicago, IL 60621","[41.776532, -87.6333318]","<[OK] Bing - Geocode [W 65th St & S Harvard Ave, Chicago, IL 60621]>",RoadIntersection
1800,W 65th St And S Kedzie Ave,"W 65th St & S Kedzie Ave, Chicago, IL 60629","[41.775322, -87.703068]","<[OK] Bing - Geocode [W 65th St & S Kedzie Ave, Chicago, IL 60629]>",RoadIntersection
167,W 65th St And S Lawndale Ave,"W 65th St & S Lawndale Ave, Chicago, IL 60629","[41.775104, -87.715331]","<[OK] Bing - Geocode [W 65th St & S Lawndale Ave, Chicago, IL 60629]>",RoadIntersection
2205,W 65th St And S May St,"W 65th St & S May St, Chicago, IL 60621","[41.775997, -87.653213]","<[OK] Bing - Geocode [W 65th St & S May St, Chicago, IL 60621]>",RoadIntersection
4067,W 65th St And S Racine Ave,"W 65th St & S Racine Ave, Chicago, IL 60621","[41.775984, -87.654426]","<[OK] Bing - Geocode [W 65th St & S Racine Ave, Chicago, IL 60621]>",RoadIntersection
3779,W 65th St And S Sacramento Ave,"W 65th St & S Sacramento Ave, Chicago, IL 60629","[41.7753825, -87.698171]","<[OK] Bing - Geocode [W 65th St & S Sacramento Ave, Chicago, IL 60629]>",RoadIntersection
3715,W 65th St And S Whipple St,"W 65th St & S Whipple St, Chicago, IL 60629","[41.7753864, -87.6993968]","<[OK] Bing - Geocode [W 65th St & S Whipple St, Chicago, IL 60629]>",RoadIntersection
3654,W 65th St And S Yale Ave,"W 65th St & S Yale Ave, Chicago, IL 60621","[41.776562, -87.631717]","<[OK] Bing - Geocode [W 65th St & S Yale Ave, Chicago, IL 60621]>",RoadIntersection
1841,W 66th St And S Ashland Ave,"W 66th St & S Ashland Ave, Chicago, IL 60636","[41.774017, -87.664155]","<[OK] Bing - Geocode [W 66th St & S Ashland Ave, Chicago, IL 60636]>",RoadIntersection
3716,W 66th St And S Bell Ave,"W 66th St & S Bell Ave, Chicago, IL 60636","[41.773824, -87.67974]","<[OK] Bing - Geocode [W 66th St & S Bell Ave, Chicago, IL 60636]>",RoadIntersection
1871,W 66th St And S Damen Ave,"W 66th St & S Damen Ave, Chicago, IL 60636","[41.773901, -87.673757]","<[OK] Bing - Geocode [W 66th St & S Damen Ave, Chicago, IL 60636]>",RoadIntersection
3781,W 66th St And S Hamilton Ave,"W 66th St & S Hamilton Ave, Chicago, IL 60636","[41.7738447, -87.6773971]","<[OK] Bing - Geocode [W 66th St & S Hamilton Ave, Chicago, IL 60636]>",RoadIntersection
2264,W 66th St And S Hamlin Ave,"W 66th St & S Hamlin Ave, Chicago, IL 60629","[41.773242, -87.717729]","<[OK] Bing - Geocode [W 66th St & S Hamlin Ave, Chicago, IL 60629]>",RoadIntersection
1905,W 66th St And S Justine St,"W 66th St & S Justine St, Chicago, IL 60636","[41.774028, -87.662861]","<[OK] Bing - Geocode [W 66th St & S Justine St, Chicago, IL 60636]>",RoadIntersection
38,W 66th St And S Pulaski Rd,"W 66th St & S Pulaski Rd, Chicago, IL 60629","[41.773182, -87.722573]","<[OK] Bing - Geocode [W 66th St & S Pulaski Rd, Chicago, IL 60629]>",RoadIntersection
1801,W 66th St And S Western Ave,"W 66th St & S Western Ave, Chicago, IL 60636","[41.773781, -87.68345]","<[OK] Bing - Geocode [W 66th St & S Western Ave, Chicago, IL 60636]>",RoadIntersection
3748,W 68th St And S Bell Ave,"W 68th St & S Bell Ave, Chicago, IL 60636","[41.770199, -87.679642]","<[OK] Bing - Geocode [W 68th St & S Bell Ave, Chicago, IL 60636]>",RoadIntersection
341,W 68th St And S Kilbourn Ave,"W 68th St & S Kilbourn Ave, Chicago, IL 60629","[41.769383, -87.734713]","<[OK] Bing - Geocode [W 68th St & S Kilbourn Ave, Chicago, IL 60629]>",RoadIntersection
503,W 68th St And S Kolmar Ave,"W 68th St & S Kolmar Ave, Chicago, IL 60629","[41.7694367, -87.7357373]","<[OK] Bing - Geocode [W 68th St & S Kolmar Ave, Chicago, IL 60629]>",RoadIntersection
1838,W 68th St And S Western Ave,"W 68th St & S Western Ave, Chicago, IL 60629","[41.770137, -87.683494]","<[OK] Bing - Geocode [W 68th St & S Western Ave, Chicago, IL 60629]>",RoadIntersection
3340,W 69th St And S Parnell Ave,"W 69th St & S Parnell Ave, Chicago, IL 60621","[41.76894, -87.638638]","<[OK] Bing - Geocode [W 69th St & S Parnell Ave, Chicago, IL 60621]>",RoadIntersection
1387,W 69th St And S Wallace St,"W 69th St & S Wallace St, Chicago, IL 60621","[41.768913, -87.640201]","<[OK] Bing - Geocode [W 69th St & S Wallace St, Chicago, IL 60621]>",RoadIntersection
1678,W 71st Pl And S Ashland Ave,"W 71st Pl & S Ashland Ave, Chicago, IL 60636","[41.763999, -87.663704]","<[OK] Bing - Geocode [W 71st Pl & S Ashland Ave, Chicago, IL 60636]>",RoadIntersection
3606,W 71st Pl And S Bishop St,"W 71st Pl & S Bishop St, Chicago, IL 60636","[41.764052, -87.660569]","<[OK] Bing - Geocode [W 71st Pl & S Bishop St, Chicago, IL 60636]>",RoadIntersection
847,W 71st St And S Bell Ave,"W 71st St & S Bell Ave, Chicago, IL 60636","[41.764752, -87.679489]","<[OK] Bing - Geocode [W 71st St & S Bell Ave, Chicago, IL 60636]>",RoadIntersection
2232,W 71st St And S California Ave,"W 71st St & S California Ave, Chicago, IL 60629","[41.764541, -87.693048]","<[OK] Bing - Geocode [W 71st St & S California Ave, Chicago, IL 60629]>",RoadIntersection
2841,W 71st St And S Halsted St,"W 71st St & S Halsted St, Chicago, IL 60621","[41.76521, -87.644424]","<[OK] Bing - Geocode [W 71st St & S Halsted St, Chicago, IL 60621]>",RoadIntersection
2142,W 71st St And S Homan Ave,"W 71st St & S Homan Ave, Chicago, IL 60629","[41.764308, -87.707729]","<[OK] Bing - Geocode [W 71st St & S Homan Ave, Chicago, IL 60629]>",RoadIntersection
1001,W 71st St And S Hoyne Ave,"W 71st St & S Hoyne Ave, Chicago, IL 60636","[41.764779, -87.675962]","<[OK] Bing - Geocode [W 71st St & S Hoyne Ave, Chicago, IL 60636]>",RoadIntersection
4008,W 71st St And S Kedzie Ave,"W 71st St & S Kedzie Ave, Chicago, IL 60629","[41.764394, -87.702829]","<[OK] Bing - Geocode [W 71st St & S Kedzie Ave, Chicago, IL 60629]>",RoadIntersection
4094,W 71st St And S Maplewood Ave,"W 71st St & S Maplewood Ave, Chicago, IL 60629","[41.764638, -87.686928]","<[OK] Bing - Geocode [W 71st St & S Maplewood Ave, Chicago, IL 60629]>",RoadIntersection
4068,W 71st St And S Oakley Ave,"W 71st St & S Oakley Ave, Chicago, IL 60636","[41.764735, -87.680701]","<[OK] Bing - Geocode [W 71st St & S Oakley Ave, Chicago, IL 60636]>",RoadIntersection
2206,W 71st St And S Western Ave,"W 71st St & S Western Ave, Chicago, IL 60636","[41.764699, -87.683336]","<[OK] Bing - Geocode [W 71st St & S Western Ave, Chicago, IL 60636]>",RoadIntersection
1727,W 72nd Pl And S Ashland Ave,"W 72nd Pl & S Ashland Ave, Chicago, IL 60636","[41.762189, -87.663656]","<[OK] Bing - Geocode [W 72nd Pl & S Ashland Ave, Chicago, IL 60636]>",RoadIntersection
3655,W 72nd Pl And S Bishop St,"W 72nd Pl & S Bishop St, Chicago, IL 60636","[41.762233, -87.660529]","<[OK] Bing - Geocode [W 72nd Pl & S Bishop St, Chicago, IL 60636]>",RoadIntersection
530,W 72nd St And S Avers Ave,"W 72nd St & S Avers Ave, Chicago, IL 60629","[41.7623251, -87.7186716]","<[OK] Bing - Geocode [W 72nd St & S Avers Ave, Chicago, IL 60629]>",RoadIntersection
2475,W 72nd St And S Eggleston Ave,"W 72nd St & S Eggleston Ave, Chicago, IL 60621","[41.7635182, -87.6358477]","<[OK] Bing - Geocode [W 72nd St & S Eggleston Ave, Chicago, IL 60621]>",RoadIntersection
353,W 72nd St And S Emerald Ave,"W 72nd St & S Emerald Ave, Chicago, IL 60621","[41.763408, -87.642996]","<[OK] Bing - Geocode [W 72nd St & S Emerald Ave, Chicago, IL 60621]>",RoadIntersection
2587,W 72nd St And S Hamlin Ave,"W 72nd St & S Hamlin Ave, Chicago, IL 60629","[41.7623478, -87.7174553]","<[OK] Bing - Geocode [W 72nd St & S Hamlin Ave, Chicago, IL 60629]>",RoadIntersection
1680,W 73rd St And S Ashland Ave,"W 73rd St & S Ashland Ave, Chicago, IL 60636","[41.76128, -87.66363]","<[OK] Bing - Geocode [W 73rd St & S Ashland Ave, Chicago, IL 60636]>",RoadIntersection
3608,W 73rd St And S Bishop St,"W 73rd St & S Bishop St, Chicago, IL 60636","[41.761323, -87.660472]","<[OK] Bing - Geocode [W 73rd St & S Bishop St, Chicago, IL 60636]>",RoadIntersection
166,W 73rd St And S Kedzie Ave,"W 73rd St & S Kedzie Ave, Chicago, IL 60629","[41.760748, -87.702544]","<[OK] Bing - Geocode [W 73rd St & S Kedzie Ave, Chicago, IL 60629]>",RoadIntersection
82,W 73rd St And S Whipple St,"W 73rd St & S Whipple St, Chicago, IL 60629","[41.7607989, -87.6990261]","<[OK] Bing - Geocode [W 73rd St & S Whipple St, Chicago, IL 60629]>",RoadIntersection
2798,W 74th St And S Homan Ave,"W 74th St & S Homan Ave, Chicago, IL 60629","[41.7588325, -87.7074981]","<[OK] Bing - Geocode [W 74th St & S Homan Ave, Chicago, IL 60629]>",RoadIntersection
802,W 74th St And S St Louis Ave,"W 74th St & S Saint Louis Ave, Chicago, IL 60629","[41.7588165, -87.7099765]","<[OK] Bing - Geocode [W 74th St & S Saint Louis Ave, Chicago, IL 60629]>",RoadIntersection
550,W 76th St And S Halsted St,"W 76th St & S Halsted St, Chicago, IL 60620","[41.756095, -87.644186]","<[OK] Bing - Geocode [W 76th St & S Halsted St, Chicago, IL 60620]>",RoadIntersection
1921,W 76th St And S Harvard Ave,"W 76th St & S Harvard Ave, Chicago, IL 60620","[41.75629, -87.632834]","<[OK] Bing - Geocode [W 76th St & S Harvard Ave, Chicago, IL 60620]>",RoadIntersection
2688,W 76th St And S Lafayette Ave,"W 76th St & S Lafayette Ave, Chicago, IL 60620","[41.756313, -87.626329]","<[OK] Bing - Geocode [W 76th St & S Lafayette Ave, Chicago, IL 60620]>",RoadIntersection
678,W 76th St And S Perry Ave,"W 76th St & S Perry Ave, Chicago, IL 60620","[41.756355, -87.627951]","<[OK] Bing - Geocode [W 76th St & S Perry Ave, Chicago, IL 60620]>",RoadIntersection
677,W 76th St And S Stewart Ave,"W 76th St & S Stewart Ave, Chicago, IL 60620","[41.756256, -87.634442]","<[OK] Bing - Geocode [W 76th St & S Stewart Ave, Chicago, IL 60620]>",RoadIntersection
2687,W 76th St And S Wentworth Ave,"W 76th St & S Wentworth Ave, Chicago, IL 60620","[41.75634, -87.629594]","<[OK] Bing - Geocode [W 76th St & S Wentworth Ave, Chicago, IL 60620]>",RoadIntersection
1922,W 76th St And S Yale Ave,"W 76th St & S Yale Ave, Chicago, IL 60620","[41.756309, -87.631214]","<[OK] Bing - Geocode [W 76th St & S Yale Ave, Chicago, IL 60620]>",RoadIntersection
149,W 77th Pl And S Keeler Ave,"W 77th Pl & S Keeler Ave, Chicago, IL 60652","[41.7525773, -87.7263104]","<[OK] Bing - Geocode [W 77th Pl & S Keeler Ave, Chicago, IL 60652]>",RoadIntersection
177,W 77th St And S Ada St,"W 77th St & S Ada St, Chicago, IL 60620","[41.754078, -87.657062]","<[OK] Bing - Geocode [W 77th St & S Ada St, Chicago, IL 60620]>",RoadIntersection
39,W 77th St And S Ashland Ave,"W 77th St & S Ashland Ave, Chicago, IL 60620","[41.754002, -87.663474]","<[OK] Bing - Geocode [W 77th St & S Ashland Ave, Chicago, IL 60620]>",RoadIntersection
2350,W 77th St And S Bishop St,"W 77th St & S Bishop St, Chicago, IL 60620","[41.754052, -87.660308]","<[OK] Bing - Geocode [W 77th St & S Bishop St, Chicago, IL 60620]>",RoadIntersection
153,W 77th St And S Emerald Ave,"W 77th St & S Emerald Ave, Chicago, IL 60620","[41.754287, -87.642924]","<[OK] Bing - Geocode [W 77th St & S Emerald Ave, Chicago, IL 60620]>",RoadIntersection
3364,W 77th St And S Fielding Ave,"W 77th St & S Fielding Ave, Chicago, IL 60620","[41.75436, -87.6377307]","<[OK] Bing - Geocode [W 77th St & S Fielding Ave, Chicago, IL 60620]>",RoadIntersection
2265,W 77th St And S Laflin St,"W 77th St & S Laflin St, Chicago, IL 60620","[41.754014, -87.661932]","<[OK] Bing - Geocode [W 77th St & S Laflin St, Chicago, IL 60620]>",RoadIntersection
176,W 77th St And S Loomis Blvd,"W 77th St & S Loomis Blvd, Chicago, IL 60620","[41.754071, -87.658693]","<[OK] Bing - Geocode [W 77th St & S Loomis Blvd, Chicago, IL 60620]>",RoadIntersection
2343,W 77th St And S Lowe Ave,"W 77th St & S Lowe Ave, Chicago, IL 60620","[41.754339, -87.640485]","<[OK] Bing - Geocode [W 77th St & S Lowe Ave, Chicago, IL 60620]>",RoadIntersection
165,W 77th St And S Perry Ave,"W 77th St & S Perry Ave, Chicago, IL 60620","[41.754527, -87.627919]","<[OK] Bing - Geocode [W 77th St & S Perry Ave, Chicago, IL 60620]>",RoadIntersection
2351,W 77th St And S Throop St,"W 77th St & S Throop St, Chicago, IL 60620","[41.7541171, -87.6554428]","<[OK] Bing - Geocode [W 77th St & S Throop St, Chicago, IL 60620]>",RoadIntersection
161,W 77th St And S Union Ave,"W 77th St & S Union Ave, Chicago, IL 60620","[41.754311, -87.641701]","<[OK] Bing - Geocode [W 77th St & S Union Ave, Chicago, IL 60620]>",RoadIntersection
1416,W 77th St And S Wallace St,"W 77th St & S Wallace St, Chicago, IL 60620","[41.754349, -87.639858]","<[OK] Bing - Geocode [W 77th St & S Wallace St, Chicago, IL 60620]>",RoadIntersection
2298,W 78th Pl And S Karlov Ave,"W 78th Pl & S Karlov Ave, Chicago, IL 60652","[41.750114, -87.7241687]","<[OK] Bing - Geocode [W 78th Pl & S Karlov Ave, Chicago, IL 60652]>",RoadIntersection
40,W 78th Pl And S Kedvale Ave,"W 78th Pl & S Kedvale Ave, Chicago, IL 60652","[41.7500171, -87.7247375]","<[OK] Bing - Geocode [W 78th Pl & S Kedvale Ave, Chicago, IL 60652]>",RoadIntersection
2266,W 78th Pl And S Keeler Ave,"W 78th Pl & S Keeler Ave, Chicago, IL 60652","[41.750155, -87.726112]","<[OK] Bing - Geocode [W 78th Pl & S Keeler Ave, Chicago, IL 60652]>",RoadIntersection
1868,W 78th St And S Damen Ave,"W 78th St & S Damen Ave, Chicago, IL 60620","[41.752036, -87.673204]","<[OK] Bing - Geocode [W 78th St & S Damen Ave, Chicago, IL 60620]>",RoadIntersection
552,W 78th St And S Emerald Ave,"W 78th St & S Emerald Ave, Chicago, IL 60620","[41.752483, -87.642861]","<[OK] Bing - Geocode [W 78th St & S Emerald Ave, Chicago, IL 60620]>",RoadIntersection
3656,W 78th St And S Halsted St,"W 78th St & S Halsted St, Chicago, IL 60620","[41.752467, -87.644107]","<[OK] Bing - Geocode [W 78th St & S Halsted St, Chicago, IL 60620]>",RoadIntersection
3777,W 78th St And S Hamilton Ave,"W 78th St & S Hamilton Ave, Chicago, IL 60620","[41.7524352, -87.6767476]","<[OK] Bing - Geocode [W 78th St & S Hamilton Ave, Chicago, IL 60620]>",RoadIntersection
1728,W 78th St And S Morgan St,"W 78th St & S Morgan St, Chicago, IL 60620","[41.752385, -87.648951]","<[OK] Bing - Geocode [W 78th St & S Morgan St, Chicago, IL 60620]>",RoadIntersection
2573,W 79th St And S Ada St,"W 79th St & S Ada St, Chicago, IL 60620","[41.750444, -87.656992]","<[OK] Bing - Geocode [W 79th St & S Ada St, Chicago, IL 60620]>",RoadIntersection
152,W 79th St And S Karlov Ave,"W 79th St & S Karlov Ave, Chicago, IL 60652","[41.749544, -87.724303]","<[OK] Bing - Geocode [W 79th St & S Karlov Ave, Chicago, IL 60652]>",RoadIntersection
1388,W 79th St And S Maplewood Ave,"W 79th St & S Maplewood Ave, Chicago, IL 60652","[41.750129, -87.686523]","<[OK] Bing - Geocode [W 79th St & S Maplewood Ave, Chicago, IL 60652]>",RoadIntersection
490,W 79th St And S Throop St,"W 79th St & S Throop St, Chicago, IL 60620","[41.750456, -87.656167]","<[OK] Bing - Geocode [W 79th St & S Throop St, Chicago, IL 60620]>",RoadIntersection
3341,W 79th St And S Western Ave,"W 79th St & S Western Ave, Chicago, IL 60620","[41.7500498, -87.6828628]","<[OK] Bing - Geocode [W 79th St & S Western Ave, Chicago, IL 60620]>",RoadIntersection
2840,W 80th Pl And S Damen Ave,"W 80th Pl & S Damen Ave, Chicago, IL 60620","[41.747509, -87.673091]","<[OK] Bing - Geocode [W 80th Pl & S Damen Ave, Chicago, IL 60620]>",RoadIntersection
846,W 80th Pl And S Hoyne Ave,"W 80th Pl & S Hoyne Ave, Chicago, IL 60620","[41.7474827, -87.6753344]","<[OK] Bing - Geocode [W 80th Pl & S Hoyne Ave, Chicago, IL 60620]>",RoadIntersection
2305,W 81st Pl And S Kenneth Ave,"W 81st Pl & S Kenneth Ave, Chicago, IL 60652","[41.744916, -87.7329643]","<[OK] Bing - Geocode [W 81st Pl & S Kenneth Ave, Chicago, IL 60652]>",RoadIntersection
91,W 81st Pl And S Kostner Ave,"W 81st Pl & S Kostner Ave, Chicago, IL 60652","[41.7440317, -87.7311419]","<[OK] Bing - Geocode [W 81st Pl & S Kostner Ave, Chicago, IL 60652]>",RoadIntersection
2318,W 81st St And S Keating Ave,"W 81st St & S Keating Ave, Chicago, IL 60652","[41.7456489, -87.7395304]","<[OK] Bing - Geocode [W 81st St & S Keating Ave, Chicago, IL 60652]>",RoadIntersection
41,W 81st St And S Kenneth Ave,"W 81st St & S Kenneth Ave, Chicago, IL 60652","[41.745671, -87.7324794]","<[OK] Bing - Geocode [W 81st St & S Kenneth Ave, Chicago, IL 60652]>",RoadIntersection
104,W 81st St And S Kilpatrick Ave,"W 81st St & S Kilpatrick Ave, Chicago, IL 60652","[41.7457647, -87.7386949]","<[OK] Bing - Geocode [W 81st St & S Kilpatrick Ave, Chicago, IL 60652]>",RoadIntersection
2267,W 81st St And S Kolmar Ave,"W 81st St & S Kolmar Ave, Chicago, IL 60652","[41.7452931, -87.7349368]","<[OK] Bing - Geocode [W 81st St & S Kolmar Ave, Chicago, IL 60652]>",RoadIntersection
