,Unnamed: 0,project_number,location_name,year_range,from,to,from_lat_long,to_lat_long,from_blockgroup,to_blockgroup
2562,2562,[170 -04] 38342,On N Central Ave From N Elston Ave To W Catalpa Ave,2018-2022,N Central Ave And N Elston Ave,N Central Ave And W Catalpa Ave,"[41.9850181, -87.7683136]","[41.98108, -87.76839]",170311101005,170311102001
2563,2563,[170 -04] 38342,On N Central Ave From N Indian Rd To W Ardmore Ave,2018-2022,N Central Ave And N Indian Rd,N Central Ave And W Ardmore Ave,"[41.988706, -87.766758]","[41.985834, -87.768284]",170311101001,170311101005
2564,2564,[170 -04] 38342,On N Central Ave From N Northwest Hwy To N Kennedy Expy Ob,2018-2022,N Central Ave And N Northwest Hwy,N Central Ave And N Kennedy Expy Ob,"[41.975197, -87.768486]","[41.9439845, -87.7173535]",170311104001,170318311001
2565,2565,[170 -04] 38342,On N Claremont Ave From W Chase Ave To W Touhy Ave,2018-2022,N Claremont Ave And W Chase Ave,N Claremont Ave And W Touhy Ave,"[42.0140991, -87.6888972]","[42.012302, -87.688914]",170310201001,170310201001
2566,2566,[170 -04] 38342,On N Oriole Ave From W Waveland Ave To W Belmont Ave,2018-2022,N Oriole Ave And W Waveland Ave,N Oriole Ave And W Belmont Ave,"[41.946579, -87.816796]","[41.937955, -87.816498]",170311704003,170311708003
2567,2567,[170 -04] 38342,On N Elizabeth St From W Carroll Ave To W Randolph St,2018-2022,N Elizabeth St And W Carroll Ave,N Elizabeth St And W Randolph St,"[41.88769, -87.658892]","[41.884123, -87.658838]",170318330002,170318330002
2568,2568,[170 -04] 38342,On N Hiawatha Ave From N Loleta Ave To N Central Ave,2018-2022,N Hiawatha Ave And N Loleta Ave,N Hiawatha Ave And N Central Ave,"[42.003764, -87.7712245]","[41.999807, -87.762929]",170311201002,170311202001
2569,2569,[170 -04] 38342,On N Lynch Ave From N Laramie Ave To N Elston Ave,2018-2022,N Lynch Ave And N Laramie Ave,N Lynch Ave And N Elston Ave,"[42.3379184512919, -87.8989879146869]","[41.981074, -87.7612222]","[42.3379184512919, -87.8989879146869]",170311101001
2570,2570,[170 -04] 38342,On N Mason Ave From W Seminole St To W Bryn Mawr Ave,2018-2022,N Mason Ave And W Seminole St,N Mason Ave And W Bryn Mawr Ave,"[41.9847294, -87.7768114]","[41.982863, -87.776842]",170311101003,170311102002
2571,2571,[170 -04] 38342,On N Nashville Ave From W Gregory St To W Balmoral Ave,2018-2022,N Nashville Ave And W Gregory St,N Nashville Ave And W Balmoral Ave,"[41.9820457, -87.7914043]","[41.9792439, -87.7914419]",170311006001,170311006001
2572,2572,[170 -04] 38342,On N Neenah Ave From W Gregory St To W Balmoral Ave,2018-2022,N Neenah Ave And W Gregory St,N Neenah Ave And W Balmoral Ave,"[41.9820531, -87.7901392]","[41.9792577, -87.7902337]",170311006001,170311006001
2573,2573,[170 -04] 38342,On N Normandy Ave From W Devon Ave To W Palatine Ave,2018-2022,N Normandy Ave And W Devon Ave,N Normandy Ave And W Palatine Ave,"[41.9972928, -87.7939388]","[41.9954983, -87.7935787]",170311002002,170311002002
2574,2574,[170 -04] 38342,On N Oconto Ave From W Jarvis Ave To W Chase Ave,2018-2022,N Oconto Ave And W Jarvis Ave,N Oconto Ave And W Chase Ave,"[42.0153042, -87.8078309]","[42.0135198, -87.8078504]",170310901002,170310901002
2575,2575,[170 -04] 38342,On N Octavia Ave From W Roscoe St To W Belmont Ave,2018-2022,N Octavia Ave And W Roscoe St,N Octavia Ave And W Belmont Ave,"[41.9415111, -87.8092438]","[41.937988, -87.809156]",170311708001,170311709001
2576,2576,[170 -04] 38342,On N Oketo Ave From W Addison St To W School St,2018-2022,N Oketo Ave And W Addison St,N Oketo Ave And W School St,"[41.945175, -87.811794]","[41.9397339, -87.8114265]",170311704002,170311708002
2577,2577,[170 -04] 38342,On N Olcott Ave From W Ibsen St To W Pratt Ave,2018-2022,N Olcott Ave And W Ibsen St,N Olcott Ave And W Pratt Ave,"[42.0061, -87.8136983]","[42.0042444, -87.8137252]",170310902005,170310902005
2578,2578,[170 -04] 38342,On N Olcott Ave From W Waveland Ave To W Cornelia Ave,2018-2022,N Olcott Ave And W Waveland Ave,N Olcott Ave And W Cornelia Ave,"[41.946643, -87.814355]","[41.943301, -87.814233]",170311704003,170311708002
2579,2579,[170 -04] 38342,On N Elizabeth St From W Grand Ave To W Kinzie St,2018-2022,N Elizabeth St And W Grand Ave,N Elizabeth St And W Kinzie St,"[41.891087, -87.659461]","[41.88892, -87.658938]",170312434002,170318330002
2580,2580,[170 -04] 38342,On S Prairie Ave From E 79th St To E 80th St,2018-2022,S Prairie Ave And E 79th St,S Prairie Ave And E 80th St,"[41.751061, -87.618157]","[41.749243, -87.618114]",170314403004,170314403004
2581,2581,[170 -04] 38342,On S Prairie Ave From E 93rd St To E 95th St,2018-2022,S Prairie Ave And E 93rd St,S Prairie Ave And E 95th St,"[41.725478, -87.617821]","[41.721827, -87.617781]",170314903001,170314905002
2582,2582,[170 -04] 38342,On W Forest Preserve Ave From N Pontiac Ave To N Panama Ave,2018-2022,W Forest Preserve Ave And N Pontiac Ave,W Forest Preserve Ave And N Panama Ave,"[41.940766, -87.834903]","[41.943465, -87.828968]",170311706002,170311706001
2583,2583,[170 -04] 38342,On W Grenshaw St From S Western Ave To S Oakley Blvd,2018-2022,W Grenshaw St And S Western Ave,W Grenshaw St And S Oakley Blvd,"[41.8675271, -87.6861422]","[41.8675621, -87.6836236]",170312827001,170312828001
2584,2584,[170 -04] 38342,On W Loyola Ave From N Winchester Ave To N Ridge Blvd,2018-2022,W Loyola Ave And N Winchester Ave,W Loyola Ave And N Ridge Blvd,"[42.0003289, -87.6790748]","[42.0003708, -87.6779429]",170310205001,170318306004
2585,2585,[170 -04] 38342,On W Morse Ave From N Western Ave To N Bell Ave,2018-2022,W Morse Ave And N Western Ave,W Morse Ave And N Bell Ave,"[42.0068341, -87.6900733]","[42.007279, -87.686021]",170310204003,170310204002
2586,2586,[170 -04] 38342,On W North Ave From N Harlem Ave To N Sayre Ave,2018-2022,W North Ave And N Harlem Ave,W North Ave And N Sayre Ave,"[41.9088, -87.805665]","[41.909025, -87.800203]","[41.9088, -87.805665]",170312505003
2587,2587,[170 -04] 38342,On W Ogden Ave From S Albany Ave To S Farrar Dr,2018-2022,W Ogden Ave And S Albany Ave,W Ogden Ave And S Farrar Dr,"[41.858617, -87.702908]","[41.86114955, -87.69681535000001]",170318431002,170318431001
2588,2588,[170 -04] 38342,On W Ogden Ave From S Drake Ave To S Trumbull Ave,2018-2022,W Ogden Ave And S Drake Ave,W Ogden Ave And S Trumbull Ave,"[41.854835, -87.713715]","[41.855779, -87.711346]",170318414001,170318414001
2589,2589,[170 -04] 38342,On W Ogden Ave From S Homan Ave To S Albany Ave,2018-2022,W Ogden Ave And S Homan Ave,W Ogden Ave And S Albany Ave,"[41.856286, -87.710261]","[41.858617, -87.702908]",170312922001,170318431002
2590,2590,[170 -04] 38342,On W Ogden Ave From S Millard Ave To S Albany Ave,2018-2022,W Ogden Ave And S Millard Ave,W Ogden Ave And S Albany Ave,"[41.8542447, -87.7160166]","[41.858617, -87.702908]",170318414002,170318431002
2591,2591,[170 -04] 38342,On W Ogden Ave From S Springfield Ave To S Ridgeway Ave,2018-2022,W Ogden Ave And S Springfield Ave,W Ogden Ave And S Ridgeway Ave,"[41.851906, -87.722277]","[41.853278, -87.718721]",170312924002,170318414002
2592,2592,[170 -04] 38342,On W Pershing Rd From S Damen Ave To S Paulina St,2018-2022,W Pershing Rd And S Damen Ave,W Pershing Rd And S Paulina St,"[41.8230799, -87.6768773]","[41.8232244, -87.6677811]",170316103003,170315907001
2593,2593,[170 -04] 38342,On W Forest Preserve Ave From N Olcott Ave To W Irving Park Rd,2018-2022,W Forest Preserve Ave And N Olcott Ave,W Forest Preserve Ave And W Irving Park Rd,"[41.950161, -87.814917]","[41.95273, -87.809453]",170311704004,"[41.95273, -87.809453]"
2594,2594,[170 -04] 38342,On W Roosevelt Rd From S Albany Ave To S Whipple St,2018-2022,W Roosevelt Rd And S Albany Ave,W Roosevelt Rd And S Whipple St,"[41.866461, -87.703196]","[41.866471, -87.702013]",170318386001,170318386001
2595,2595,[170 -04] 38342,On W Schreiber Ave From N Oak Park Ave To N Natoma Ave,2018-2022,W Schreiber Ave And N Oak Park Ave,W Schreiber Ave And N Natoma Ave,"[41.998164, -87.795598]","[41.9981976, -87.7923156]",170311002007,170311002001
2596,2596,[170 -04] 38342,On W Taylor St From S Marshfield Ave To S Loomis St,2018-2022,W Taylor St And S Marshfield Ave,W Taylor St And S Loomis St,"[41.869265, -87.667705]","[41.869337, -87.661631]",170318382002,170312832001
2597,2597,[170 -04] 38342,On W Warren Blvd From N Kedzie Ave To N Sacramento Blvd,2018-2022,W Warren Blvd And N Kedzie Ave,W Warren Blvd And N Sacramento Blvd,"[41.881911, -87.706168]","[41.8819729, -87.701246]",170318369002,170318369001
2598,2598,[170 -04] 38342,On W Washington Blvd From N Talman Ave To N Leavitt St,2018-2022,W Washington Blvd And N Talman Ave,W Washington Blvd And N Leavitt St,"[41.882967, -87.69225]","[41.8830685, -87.6816033]",170318371002,170318378001
2599,2599,[170 -04] 38342,830-888 E 88th St,2018-2022,830 E 88th St,888 E 88th St,"[41.735077, -87.603399]","[41.73491298698177, -87.60188011796464]",170314408001,170314408001
2600,2600,[170 -04] 38342,1200-1210 N Dearborn St,2018-2022,1200 N Dearborn St,1210 N Dearborn St,"[41.904152, -87.630411]","[41.904351, -87.630121]",170310802023,170310802023
2601,2601,[170 -04] 38342,855-881 N La Salle Dr,2018-2022,855 N La Salle Dr,881 N La Salle Dr,"[41.898322, -87.632526]","[41.89898, -87.632332]",170310810002,170310810002
2602,2602,[170 -04] 38342,3000-3140 N Octavia Ave,2018-2022,3000 N Octavia Ave,3140 N Octavia Ave,"[41.934595, -87.809436]","[41.9375218, -87.8094812]",170311709001,170311709001
2603,2603,[170 -04] 38342,7216-7300 N Odell Ave,2018-2022,7216 N Odell Ave,7300 N Odell Ave,"[42.012135, -87.810535]","[42.013675, -87.810621]",170310901002,170310901002
2604,2604,[170 -04] 38342,3912-3970 N Olcott Ave,2018-2022,3912 N Olcott Ave,3970 N Olcott Ave,"[41.950878, -87.814972]","[41.95232539314217, -87.8146615539565]",170311704004,170311704004
2605,2605,[170 -04] 38342,3914-3990 N Oleander Ave,2018-2022,3914 N Oleander Ave,3990 N Oleander Ave,"[41.950337, -87.816139]","[41.95251328079751, -87.81588282814367]",170311704004,170311704004
2606,2606,[170 -04] 38342,On W Roosevelt Rd From S Pulaski Rd To S Independence Blvd,2018-2022,W Roosevelt Rd And S Pulaski Rd,W Roosevelt Rd And S Independence Blvd,"[41.866182, -87.725157]","[41.8662562, -87.7194997]",170318430002,170318430001
2607,2607,[170 -04] 38342,On W Fargo Ave From N Rockwell St To N Western Ave,2018-2022,W Fargo Ave And N Rockwell St,W Fargo Ave And N Western Ave,"[42.0167359, -87.6949067]","[42.016849, -87.69025]",170310202004,170310202004
2608,2608,[170 -04] 38342,3900-3714 N Orleans St,2018-2022,3900 N Orleans St,3714 N Orleans St,"[41.9017760000007, -87.6373624999387]","[41.9017760000007, -87.6373624999387]",170318383002,170318383002
2609,2609,[170 -04] 38342,On W Cermak Rd From S Marshall Blvd To S Rockwell St,2018-2022,W Cermak Rd And S Marshall Blvd,W Cermak Rd And S Rockwell St,"[41.851873, -87.699086]","[41.851995, -87.690562]",170318407001,170318407003
2610,2610,[170 -04] 38342,On S Racine Ave From W Congress Pkwy To W Flournoy St,2018-2022,S Racine Ave And W Congress Pkwy,S Racine Ave And W Flournoy St,"[41.87536, -87.656894]","[41.873267, -87.656913]",170318333001,170318329002
2611,2611,[170 -04] 38342,On S Rhodes Ave From E 83rd St To E 84th St,2018-2022,S Rhodes Ave And E 83rd St,S Rhodes Ave And E 84th St,"[41.74387, -87.611098]","[41.7420391, -87.6114531]",170314402021,170314402021
2612,2612,[170 -04] 38342,On S Ridgeland Ave From E 90th St To E 91st St,2018-2022,S Ridgeland Ave And E 90th St,S Ridgeland Ave And E 91st St,"[41.731513, -87.581603]","[41.729694, -87.581578]",170314804007,170314804006
2613,2613,[170 -04] 38342,On S Ridgeway Ave From W 26th St To W 27th St,2018-2022,S Ridgeway Ave And W 26th St,S Ridgeway Ave And W 27th St,"[41.844344, -87.718463]","[41.84251, -87.718399]",170313006002,170313017011
2614,2614,[170 -04] 38342,On S Sawyer Ave From W 24th St To W 25th St,2018-2022,S Sawyer Ave And W 24th St,S Sawyer Ave And W 25th St,"[41.848123, -87.706356]","[41.8463168, -87.7062979]",170313008002,170313008002
2615,2615,[170 -04] 38342,On S Throop St From W Madison St To W Van Buren St,2018-2022,S Throop St And W Madison St,S Throop St And W Van Buren St,"[41.8815324, -87.6595915]","[41.8764684, -87.6594045]",170318331003,170318329002
2616,2616,[170 -04] 38342,On W Coyle Ave From N Rockwell St To N Western Ave,2018-2022,W Coyle Ave And N Rockwell St,W Coyle Ave And N Western Ave,"[42.0076472, -87.6949737]","[42.0077489, -87.6901001]",170310203023,170310204002
2617,2617,[170 -04] 38342,On S Western Ave From W Congress Pkwy To W Harrison St,2018-2022,S Western Ave And W Congress Pkwy,S Western Ave And W Harrison St,"[41.875006, -87.6863423]","[41.873935, -87.686323]",170312827002,170312827002
2618,2618,[170 -04] 38342,On S Western Ave From W Madison St To W Van Buren St,2018-2022,S Western Ave And W Madison St,S Western Ave And W Van Buren St,"[41.881197, -87.686391]","[41.876105, -87.686389]",170318378001,170312808001
2619,2619,[170 -04] 38342,On S Yale Ave From W 80th St To W 81st St,2018-2022,S Yale Ave And W 80th St,S Yale Ave And W 81st St,"[41.749001, -87.630629]","[41.7472086, -87.630576]",170318424002,170318424002
2620,2620,[170 -04] 38342,On W 15th St From S Central Park Ave To S St Louis Ave,2018-2022,W 15th St And S Central Park Ave,W 15th St And S St Louis Ave,"[41.8608202, -87.7158962]","[41.8608349, -87.7128279]",170318387004,170312912002
2621,2621,[170 -04] 38342,On W 16th St From S Keeler Ave To S Pulaski Rd,2018-2022,W 16th St And S Keeler Ave,W 16th St And S Pulaski Rd,"[41.8587838, -87.7298331]","[41.8588637, -87.7249293]",170312925001,170312924002
2622,2622,[170 -04] 38342,On S Vincennes Ave From S Halsted St To S Summit Ave,2018-2022,S Vincennes Ave And S Halsted St,S Vincennes Ave And S Summit Ave,"[41.737314, -87.64365]","[41.736539, -87.644989]",170317110002,170317110002
2623,2623,[170 -04] 38342,On W 24th St From S Christiana Ave To S Kedzie Ave,2018-2022,W 24th St And S Christiana Ave,W 24th St And S Kedzie Ave,"[41.848095, -87.708789]","[41.8481491, -87.7051366]",170313008001,170313009002
2624,2624,[170 -04] 38342,On W 25th St From S Sacramento Ave To S California Ave,2018-2022,W 25th St And S Sacramento Ave,W 25th St And S California Ave,"[41.846394, -87.700183]","[41.846482, -87.695264]",170313011002,170313011001
2625,2625,[170 -04] 38342,On W 26th St From S Keeler Ave To S Hamlin Ave,2018-2022,W 26th St And S Keeler Ave,W 26th St And S Hamlin Ave,"[41.844183, -87.729424]","[41.844322, -87.719659]",170313018023,170313006002
2626,2626,[170 -04] 38342,3500-3546 N Panama Ave,2018-2022,3500 N Panama Ave,3546 N Panama Ave,"[41.94320653690887, -87.82901738755181]","[41.944215, -87.829344]",170311706001,170311706001
2627,2627,[170 -04] 38342,On W 28th St From S Pulaski Rd To S Springfield Ave,2018-2022,W 28th St And S Pulaski Rd,W 28th St And S Springfield Ave,"[41.840564, -87.724439]","[41.8406136, -87.7219603]",170313017022,170313017013
2628,2628,[170 -04] 38342,On W 30th St From S Pulaski Rd To S Springfield Ave,2018-2022,W 30th St And S Pulaski Rd,W 30th St And S Springfield Ave,"[41.838729, -87.724393]","[41.838757, -87.721936]",170313017022,170313017021
2629,2629,[170 -04] 38342,On W 83rd St From S Emerald Ave To S Vincennes Ave,2018-2022,W 83rd St And S Emerald Ave,W 83rd St And S Vincennes Ave,"[41.743363, -87.642629]","[41.744139, -87.635971]",170317109002,170318424003
2630,2630,[170 -04] 38342,On W 83rd St From S State St To S Martin St Luther King Dr,2018-2022,W 83rd St And S State St,W 83rd St And S Martin St Luther King Dr,"[41.743598, -87.62436]","[41.88322830200195, -87.63240051269531]",170318424002,170318391001
2631,2631,[170 -04] 38342,On W 85th St From S Paulina St To S Ashland Ave,2018-2022,W 85th St And S Paulina St,W 85th St And S Ashland Ave,"[41.739373, -87.665587]","[41.739412, -87.66309]",170317112002,170317111003
2632,2632,[170 -04] 38342,On W 89th St From S Yale Ave To S Holland Rd,2018-2022,W 89th St And S Yale Ave,W 89th St And S Holland Rd,"[41.732541, -87.630638]","[41.732598, -87.628954]",170318340001,170318424002
2633,2633,[170 -04] 38342,On W 95th St From S Morgan St To S Halsted St,2018-2022,W 95th St And S Morgan St,W 95th St And S Halsted St,"[41.721325, -87.64806]","[41.721495, -87.643279]",170317304001,170317304001
2634,2634,[170 -04] 38342,On W Albion Ave From N Lakewood Ave To N Sheridan Rd,2018-2022,W Albion Ave And N Lakewood Ave,W Albion Ave And N Sheridan Rd,"[42.0025081, -87.6629945]","[42.00254, -87.6607563]",170310105032,170310104003
2635,2635,[170 -04] 38342,On W 23rd St From S Christiana Ave To S Kedzie Ave,2018-2022,W 23rd St And S Christiana Ave,W 23rd St And S Kedzie Ave,"[41.849933, -87.708839]","[41.849976, -87.705188]",170313008001,170313009002
2636,2636,[170 -04] 38342,On W Ogden Ave From S Millard Ave To S Central Park Ave,2018-2022,W Ogden Ave And S Millard Ave,W Ogden Ave And S Central Park Ave,"[41.8542447, -87.7160166]","[41.817949, -87.86978]",170318414002,"[41.817949, -87.86978]"
2637,2637,[170 -04] 38342,On W Ogden Ave From S Kenton Ave To S Pulaski Rd,2018-2022,W Ogden Ave And S Kenton Ave,W Ogden Ave And S Pulaski Rd,"[41.8738009500083, -87.6752538000254]","[41.851089, -87.72474]",170318382001,170318434001
2638,2638,[170 -04] 38342,On W Ogden Ave From S Hamlin Ave To S Ridgeway Ave,2018-2022,W Ogden Ave And S Hamlin Ave,W Ogden Ave And S Ridgeway Ave,"[41.852961, -87.71991]","[41.853278, -87.718721]",170312924002,170318414002
2639,2639,[170 -04] 38342,On W Ogden Ave From S California Blvd To S Washtenaw Ave,2018-2022,W Ogden Ave And S California Blvd,W Ogden Ave And S Washtenaw Ave,"[41.861494, -87.695776]","[41.862214, -87.693273]",170318431001,170318433001
2640,2640,[170 -04] 38342,On W Forest Preserve Ave From N Panama Ave To N Pacific Ave,2018-2022,W Forest Preserve Ave And N Panama Ave,W Forest Preserve Ave And N Pacific Ave,"[41.943465, -87.828968]","[41.944625, -87.826497]",170311706001,170311707003
2641,2641,[170 -04] 38342,On W North Ave From N Hamlin Ave To N Kimball Ave,2018-2022,W North Ave And N Hamlin Ave,W North Ave And N Kimball Ave,"[41.90373, -87.7214667499919]","[42.002811, -87.714248]",170312307003,"[42.002811, -87.714248]"
2642,2642,[170 -04] 38342,On W Morse Ave From N Hamilton Ave To N Seeley Ave,2018-2022,W Morse Ave And N Hamilton Ave,W Morse Ave And N Seeley Ave,"[42.007317, -87.683924]","[42.007367, -87.68198]",170310204002,170310204002
2643,2643,[170 -04] 38342,On W Ibsen St From N Oriole Ave To N Harlem Ave,2018-2022,W Ibsen St And N Oriole Ave,W Ibsen St And N Harlem Ave,"[42.0060043, -87.8164539]","[42.006307, -87.80669]",170310902004,"[42.006307, -87.80669]"
2644,2644,[170 -04] 38342,On W Foster Ave From N Normandy Ave To N Nashville Ave,2018-2022,W Foster Ave And N Normandy Ave,W Foster Ave And N Nashville Ave,"[41.975569, -87.793937]","[41.975581, -87.791518]",170311007002,170311007002
